GENE_ID	COMMON	TCGA-BF-A1PU-01	TCGA-BF-A1PV-01	TCGA-BF-A1PX-01	TCGA-BF-A1PZ-01	TCGA-BF-A1Q0-01	TCGA-EB-A1NK-01	TCGA-EB-A24C-01	TCGA-EB-A24D-01	TCGA-EB-A299-01	TCGA-ER-A194-01	TCGA-ER-A196-01	TCGA-ER-A19K-01	TCGA-ER-A19T-01	TCGA-ER-A2NB-01	TCGA-ER-A2NF-01	TCGA-FS-A1ZN-01	TCGA-GF-A2C7-01	TCGA-GN-A263-01	TCGA-GN-A269-01	TCGA-GN-A26C-01	TCGA-BF-A3DJ-01	TCGA-BF-A3DL-01	TCGA-BF-A3DM-01	TCGA-BF-A3DN-01	TCGA-IH-A3EA-01	TCGA-EB-A3HV-01	TCGA-FR-A2OS-01	TCGA-D9-A3Z4-01	TCGA-EB-A3XB-01	TCGA-EB-A3XC-01	TCGA-EB-A3XD-01	TCGA-EB-A3XE-01	TCGA-EB-A3XF-01	TCGA-EB-A3Y6-01	TCGA-EB-A3Y7-01	TCGA-FR-A3R1-01	TCGA-D9-A4Z2-01	TCGA-EB-A41A-01	TCGA-EB-A41B-01	TCGA-EB-A42Y-01	TCGA-EB-A42Z-01	TCGA-EB-A430-01	TCGA-ER-A42H-01	TCGA-D9-A4Z3-01	TCGA-D9-A4Z5-01	TCGA-EB-A431-01	TCGA-EB-A44N-01	TCGA-EB-A44O-01	TCGA-EB-A44P-01	TCGA-EB-A4IQ-01	TCGA-EB-A4IS-01	TCGA-EB-A4OY-01	TCGA-EB-A4OZ-01	TCGA-EB-A4P0-01	TCGA-BF-A5EO-01	TCGA-BF-A5EP-01	TCGA-BF-A5EQ-01	TCGA-BF-A5ER-01	TCGA-BF-A5ES-01	TCGA-EB-A4XL-01	TCGA-EB-A51B-01	TCGA-EB-A550-01	TCGA-EB-A551-01	TCGA-EB-A553-01	TCGA-EB-A5FP-01	TCGA-FW-A5DX-01	TCGA-HR-A5NC-01	TCGA-D3-A5GT-01	TCGA-EB-A57M-01	TCGA-EB-A5SE-01	TCGA-EB-A5SF-01	TCGA-EB-A5UM-01	TCGA-EB-A5VU-01	TCGA-EB-A6QY-01	TCGA-EB-A6QZ-01	TCGA-EB-A6R0-01	TCGA-FR-A726-01	TCGA-FR-A728-01	TCGA-GF-A769-01	TCGA-GN-A4U5-01	TCGA-EB-A82B-01	TCGA-EB-A82C-01	TCGA-EB-A85I-01	TCGA-EB-A85J-01	TCGA-BF-A9VF-01	TCGA-DA-A960-01	TCGA-GN-A8LN-01	TCGA-WE-A8K4-01	TCGA-EB-A97M-01	TCGA-XV-A9VZ-01	TCGA-XV-A9W5-01	TCGA-YG-AA3N-01	TCGA-BF-AAOU-01	TCGA-BF-AAOX-01	TCGA-BF-AAP1-01	TCGA-XV-A9W2-01	TCGA-BF-AAP2-01	TCGA-BF-AAP4-01	TCGA-BF-AAP6-01	TCGA-BF-AAP7-01	TCGA-BF-AAP8-01	TCGA-XV-AAZV-01	TCGA-XV-AAZW-01	TCGA-XV-AAZY-01	TCGA-D9-A1X3-01	TCGA-HR-A2OG-01	TCGA-HR-A2OH-01	TCGA-XV-AB01-01	TCGA-3N-A9WC-06	TCGA-3N-A9WD-06	TCGA-BF-AAP0-06	TCGA-D3-A1Q1-06	TCGA-D3-A1Q4-06	TCGA-D3-A1Q5-06	TCGA-D3-A1Q6-07	TCGA-D3-A1Q6-06	TCGA-D3-A1Q7-06	TCGA-D3-A1Q8-06	TCGA-D3-A1Q9-06	TCGA-D3-A1QA-06	TCGA-D3-A1QB-06	TCGA-D3-A2J6-06	TCGA-D3-A2J8-06	TCGA-D3-A2JC-06	TCGA-D3-A2JD-06	TCGA-D3-A2JE-06	TCGA-D3-A2JN-06	TCGA-D3-A2JO-06	TCGA-D3-A2JP-06	TCGA-D3-A3C1-06	TCGA-D3-A3C3-06	TCGA-D3-A3CB-06	TCGA-D3-A3CE-06	TCGA-D3-A3ML-06	TCGA-D3-A3MO-06	TCGA-D3-A3MR-06	TCGA-D3-A3MV-06	TCGA-D3-A51E-06	TCGA-D3-A51F-06	TCGA-D3-A51H-06	TCGA-D3-A51K-06	TCGA-D3-A51N-06	TCGA-D3-A51T-06	TCGA-D3-A5GN-06	TCGA-D3-A8GB-06	TCGA-D3-A8GC-06	TCGA-D3-A8GD-06	TCGA-D3-A8GE-06	TCGA-D3-A8GK-06	TCGA-D3-A8GM-06	TCGA-D3-A8GN-06	TCGA-D3-A8GP-06	TCGA-D3-A8GR-06	TCGA-D3-A8GS-06	TCGA-D3-A8GV-06	TCGA-D9-A148-06	TCGA-D9-A149-06	TCGA-D9-A1JW-06	TCGA-D9-A1JX-06	TCGA-D9-A1X3-06	TCGA-D9-A3Z1-06	TCGA-D9-A4Z6-06	TCGA-D9-A6E9-06	TCGA-D9-A6EA-06	TCGA-D9-A6EC-06	TCGA-DA-A1HV-06	TCGA-DA-A1HW-06	TCGA-DA-A1HY-06	TCGA-DA-A1I0-06	TCGA-DA-A1I2-06	TCGA-DA-A1I4-06	TCGA-DA-A1I5-06	TCGA-DA-A1I8-06	TCGA-DA-A1IA-06	TCGA-DA-A1IB-06	TCGA-DA-A1IC-06	TCGA-DA-A3F2-06	TCGA-DA-A3F3-06	TCGA-DA-A3F5-06	TCGA-DA-A3F8-06	TCGA-DA-A95V-06	TCGA-DA-A95W-06	TCGA-DA-A95X-06	TCGA-DA-A95Y-06	TCGA-DA-A95Z-06	TCGA-EB-A44Q-06	TCGA-EB-A44R-06	TCGA-EB-A5KH-06	TCGA-EB-A5SG-06	TCGA-EB-A5SH-06	TCGA-EB-A5UL-06	TCGA-EB-A5UN-06	TCGA-EB-A5VV-06	TCGA-EB-A6L9-06	TCGA-EE-A17X-06	TCGA-EE-A180-06	TCGA-EE-A181-06	TCGA-EE-A182-06	TCGA-EE-A184-06	TCGA-EE-A185-06	TCGA-EE-A20C-06	TCGA-EE-A20F-06	TCGA-EE-A29B-06	TCGA-EE-A29C-06	TCGA-EE-A29E-06	TCGA-EE-A29G-06	TCGA-EE-A29H-06	TCGA-EE-A29L-06	TCGA-EE-A29M-06	TCGA-EE-A29N-06	TCGA-EE-A29P-06	TCGA-EE-A29R-06	TCGA-EE-A29S-06	TCGA-EE-A29T-06	TCGA-EE-A29V-06	TCGA-EE-A29W-06	TCGA-EE-A2A0-06	TCGA-EE-A2A2-06	TCGA-EE-A2A6-06	TCGA-EE-A2GC-06	TCGA-EE-A2GH-06	TCGA-EE-A2GI-06	TCGA-EE-A2GK-06	TCGA-EE-A2GL-06	TCGA-EE-A2GP-06	TCGA-EE-A2GR-06	TCGA-EE-A2GS-06	TCGA-EE-A2GT-06	TCGA-EE-A2GU-06	TCGA-EE-A2M5-06	TCGA-EE-A2M6-06	TCGA-EE-A2M8-06	TCGA-EE-A2MC-06	TCGA-EE-A2MD-06	TCGA-EE-A2MI-06	TCGA-EE-A2MJ-06	TCGA-EE-A2MK-06	TCGA-EE-A2ML-06	TCGA-EE-A2MM-06	TCGA-EE-A2MN-06	TCGA-EE-A2MP-06	TCGA-EE-A2MR-06	TCGA-EE-A2MS-06	TCGA-EE-A2MT-06	TCGA-EE-A2MU-06	TCGA-EE-A3AA-06	TCGA-EE-A3AB-06	TCGA-EE-A3AC-06	TCGA-EE-A3AD-06	TCGA-EE-A3AE-06	TCGA-EE-A3AF-06	TCGA-EE-A3AG-06	TCGA-EE-A3J3-06	TCGA-EE-A3J7-06	TCGA-EE-A3JA-06	TCGA-EE-A3JD-06	TCGA-EE-A3JE-06	TCGA-EE-A3JH-06	TCGA-ER-A193-06	TCGA-ER-A195-06	TCGA-ER-A197-06	TCGA-ER-A198-06	TCGA-ER-A199-06	TCGA-ER-A19A-06	TCGA-ER-A19B-06	TCGA-ER-A19C-06	TCGA-ER-A19D-06	TCGA-ER-A19E-06	TCGA-ER-A19F-06	TCGA-ER-A19G-06	TCGA-ER-A19H-06	TCGA-ER-A19J-06	TCGA-ER-A19L-06	TCGA-ER-A19M-06	TCGA-ER-A19N-06	TCGA-ER-A19O-06	TCGA-ER-A19P-06	TCGA-ER-A19Q-06	TCGA-ER-A19S-06	TCGA-ER-A19W-06	TCGA-ER-A1A1-06	TCGA-ER-A2NC-06	TCGA-ER-A2ND-06	TCGA-ER-A2NE-06	TCGA-ER-A2NF-06	TCGA-ER-A2NG-06	TCGA-ER-A2NH-06	TCGA-ER-A3ES-06	TCGA-ER-A3ET-06	TCGA-ER-A3PL-06	TCGA-ER-A42K-06	TCGA-ER-A42L-06	TCGA-FR-A3YN-06	TCGA-FR-A3YO-06	TCGA-FR-A44A-06	TCGA-FR-A69P-06	TCGA-FR-A729-06	TCGA-FR-A7U9-06	TCGA-FR-A8YC-06	TCGA-FR-A8YD-06	TCGA-FR-A8YE-06	TCGA-FS-A1YW-06	TCGA-FS-A1Z0-06	TCGA-FS-A1Z3-06	TCGA-FS-A1Z4-06	TCGA-FS-A1ZA-06	TCGA-FS-A1ZC-06	TCGA-FS-A1ZD-06	TCGA-FS-A1ZG-06	TCGA-FS-A1ZH-06	TCGA-FS-A1ZJ-06	TCGA-FS-A1ZK-06	TCGA-FS-A1ZM-06	TCGA-FS-A1ZP-06	TCGA-FS-A1ZQ-06	TCGA-FS-A1ZT-06	TCGA-FS-A1ZU-06	TCGA-FS-A1ZZ-06	TCGA-FS-A4F9-06	TCGA-FS-A4FC-06	TCGA-FW-A3I3-06	TCGA-FW-A3TV-06	TCGA-FW-A5DY-06	TCGA-GF-A3OT-06	TCGA-GF-A4EO-06	TCGA-GF-A6C8-06	TCGA-GF-A6C9-06	TCGA-GN-A262-06	TCGA-GN-A264-06	TCGA-GN-A265-06	TCGA-GN-A266-06	TCGA-GN-A267-06	TCGA-GN-A268-06	TCGA-GN-A26A-06	TCGA-GN-A26D-06	TCGA-GN-A4U7-06	TCGA-GN-A4U8-06	TCGA-GN-A4U9-06	TCGA-GN-A8LK-06	TCGA-GN-A8LL-06	TCGA-GN-A9SD-06	TCGA-HR-A2OG-06	TCGA-HR-A2OH-06	TCGA-LH-A9QB-06	TCGA-OD-A75X-06	TCGA-QB-A6FS-06	TCGA-RP-A693-06	TCGA-RP-A694-06	TCGA-RP-A695-06	TCGA-RP-A6K9-06	TCGA-W3-AA1O-06	TCGA-W3-AA1Q-06	TCGA-WE-A8JZ-06	TCGA-WE-A8K1-06	TCGA-WE-A8K5-06	TCGA-WE-A8K6-06	TCGA-WE-A8ZO-06	TCGA-WE-A8ZQ-06	TCGA-WE-A8ZR-06	TCGA-WE-A8ZT-06	TCGA-WE-A8ZY-06	TCGA-WE-AA9Y-06	TCGA-WE-AAA3-06	TCGA-WE-AAA4-06	TCGA-XV-AB01-06	TCGA-YD-A89C-06	TCGA-YD-A9TB-06	TCGA-YG-AA3O-06	TCGA-YG-AA3P-06	TCGA-Z2-AA3S-06	TCGA-Z2-AA3V-06	TCGA-3N-A9WB-06	TCGA-D3-A1Q3-06	TCGA-D3-A2J7-06	TCGA-D3-A2J9-06	TCGA-D3-A2JA-06	TCGA-D3-A2JB-06	TCGA-D3-A2JF-06	TCGA-D3-A2JG-06	TCGA-D3-A2JH-06	TCGA-D3-A2JK-06	TCGA-D3-A2JL-06	TCGA-D3-A3BZ-06	TCGA-D3-A3C6-06	TCGA-D3-A3C7-06	TCGA-D3-A3C8-06	TCGA-D3-A3CC-06	TCGA-D3-A3CF-06	TCGA-D3-A3MU-06	TCGA-D3-A51G-06	TCGA-D3-A51J-06	TCGA-D3-A51R-06	TCGA-D3-A5GL-06	TCGA-D3-A5GO-06	TCGA-D3-A5GR-06	TCGA-D3-A5GS-06	TCGA-D3-A5GU-06	TCGA-D3-A8GI-06	TCGA-D3-A8GJ-06	TCGA-D3-A8GL-06	TCGA-D3-A8GO-06	TCGA-D3-A8GQ-06	TCGA-D9-A3Z3-06	TCGA-D9-A6EG-06	TCGA-DA-A1I1-06	TCGA-DA-A1I7-06	TCGA-EE-A17Y-06	TCGA-EE-A17Z-06	TCGA-EE-A183-06	TCGA-EE-A20B-06	TCGA-EE-A20H-06	TCGA-EE-A20I-06	TCGA-EE-A29A-06	TCGA-EE-A29D-06	TCGA-EE-A29Q-06	TCGA-EE-A29X-06	TCGA-EE-A2A1-06	TCGA-EE-A2A5-06	TCGA-EE-A2GB-06	TCGA-EE-A2GD-06	TCGA-EE-A2GE-06	TCGA-EE-A2GJ-06	TCGA-EE-A2GM-06	TCGA-EE-A2GN-06	TCGA-EE-A2GO-06	TCGA-EE-A2M7-06	TCGA-EE-A2ME-06	TCGA-EE-A2MF-06	TCGA-EE-A2MG-06	TCGA-EE-A2MH-06	TCGA-EE-A2MQ-06	TCGA-EE-A3AH-06	TCGA-EE-A3J4-06	TCGA-EE-A3J5-06	TCGA-EE-A3J8-06	TCGA-EE-A3JB-06	TCGA-EE-A3JI-06	TCGA-ER-A19T-06	TCGA-ER-A3EV-06	TCGA-FR-A7U8-06	TCGA-FR-A7UA-06	TCGA-FS-A1YX-06	TCGA-FS-A1YY-06	TCGA-FS-A1Z7-06	TCGA-FS-A1ZB-06	TCGA-FS-A1ZE-06	TCGA-FS-A1ZF-06	TCGA-FS-A1ZR-06	TCGA-FS-A1ZS-06	TCGA-FS-A1ZW-06	TCGA-FS-A1ZY-06	TCGA-FS-A4F0-06	TCGA-FS-A4F2-06	TCGA-FS-A4F4-06	TCGA-FS-A4F5-06	TCGA-FS-A4F8-06	TCGA-FS-A4FB-06	TCGA-FS-A4FD-06	TCGA-FW-A3R5-06	TCGA-FW-A3TU-06	TCGA-GN-A4U3-06	TCGA-GN-A4U4-06	TCGA-QB-AA9O-06	TCGA-RP-A690-06	TCGA-W3-A824-06	TCGA-W3-A825-06	TCGA-W3-A828-06	TCGA-W3-AA1R-06	TCGA-W3-AA1V-06	TCGA-W3-AA1W-06	TCGA-W3-AA21-06	TCGA-WE-A8ZM-06	TCGA-WE-A8ZN-06	TCGA-WE-A8ZX-06	TCGA-WE-AAA0-06	TCGA-YD-A9TA-06	TCGA-Z2-A8RT-06	TCGA-D3-A1QA-07	
103	ADAR	8675.9740	6611.7753	7926.6597	18495.4549	4259.1465	6984.1652	11136.2988	10460.6645	5897.6574	5512.6701	5891.4122	7987.1055	12207.6404	5640.7783	9635.0575	9833.9372	11461.5628	5508.3517	NaN	16484.9713	8222.2988	8568.4881	15059.5772	10130.3371	5306.0205	8195.8202	5871.1256	18161.0039	9654.4889	5800.4105	8991.2500	5545.1681	8511.0975	10813.9448	10273.4198	10241.3449	5398.6014	7550.1300	11575.8599	8799.2036	6302.2280	14881.3505	6545.7246	4618.6559	13540.4804	9260.1131	7900.1751	8506.5789	6673.7712	6658.9595	16504.7141	8338.2537	7280.5629	6336.9591	7653.7668	6491.9399	8468.3503	8506.9988	8124.8555	6816.1025	8082.3301	7044.9000	14005.4127	3294.7577	7368.2286	6080.3678	8810.9608	6895.0112	8628.0950	10284.8349	4665.4315	5452.4272	6550.9674	9281.2529	8190.4970	17488.5095	3249.3569	7048.9362	4271.6953	16607.5113	6977.0020	10511.0522	6795.9454	11077.3928	7488.5076	3256.3776	4946.7405	14197.3382	11444.5029	6776.9435	5489.3162	9696.3004	5595.2509	7782.2052	6558.1094	5314.0291	7813.9870	12753.4808	14682.7718	12287.5417	4840.2735	3664.2407	4288.0361	6595.1147	NaN	NaN	NaN	NaN	18771.8559	5393.6170	6797.6669	8301.2178	7233.7207	7892.0617	NaN	7474.2173	17145.1718	9621.7775	8530.4778	10146.0199	19832.8275	11205.3749	15048.7663	9871.6189	15116.0384	6609.0072	4505.4526	8576.4231	4627.9412	8422.5806	6408.2960	10475.9792	11611.6723	10253.8467	10125.0857	6987.0430	7991.4838	9387.0275	8994.2821	7111.7497	15253.8941	5503.4526	6960.4010	10446.2425	6742.8090	5857.1561	13672.9174	7032.6400	11734.8998	13630.7458	9113.9456	8741.1444	11432.7375	6203.0944	4967.8850	10025.2108	21198.0356	19901.1111	13566.3230	6445.2783	9439.4819	8634.8651	10932.7884	10796.2348	7743.7718	8469.5291	9845.2542	7547.0574	5975.2475	14193.0809	8513.9645	8170.1131	4917.4882	44001.7608	8122.3129	15672.6835	8175.7028	12865.2626	6082.2785	7456.8218	11016.4152	5800.5326	7456.3297	9437.9052	6366.3295	8455.8290	17799.4462	7347.6395	4966.7897	8999.4840	7178.6260	8786.2528	7755.8055	12102.5479	7025.7620	26423.6364	11217.5084	13171.0158	12506.9159	13412.1547	8032.7815	8944.6850	14068.0243	8166.1546	6412.1506	7609.8474	8712.4333	10253.7633	13452.9072	7518.1581	12617.6749	8670.3226	11366.0526	11763.4616	9732.6846	6505.3957	8560.4336	11994.1455	10676.7643	9294.8029	4870.8776	13376.3777	8820.8068	10091.5835	6879.8283	6613.8903	24260.5341	9067.5413	15532.1995	5232.9962	4750.5469	11290.5348	7254.7208	7990.7545	8053.6713	12559.0778	11579.1981	7564.9724	12932.3697	12025.8376	7328.3905	11465.0568	11716.4612	10243.4081	11339.7726	7963.7696	6793.1043	15546.1915	12257.2069	9724.4912	9031.9723	5251.9696	11692.5297	8740.0664	8151.6008	7513.4128	10832.4373	13338.0471	6977.9872	8855.8527	11976.5945	8819.2059	12135.9923	10284.6053	5271.1512	6910.5254	12234.7526	8097.1338	11647.1513	14570.1175	11935.1021	6687.8522	9032.8176	6452.7809	6281.7961	7067.0789	10781.6397	13841.2152	11114.3717	10290.3302	9256.0271	7119.9675	4560.8283	8562.8921	9402.8614	24504.0769	10996.2766	4362.6479	7398.1110	10467.3100	9900.9116	5955.8391	18494.0355	7090.2256	9815.4762	11343.4164	8245.5560	5039.8252	9145.5806	10284.1110	6301.1272	13403.4857	10818.4932	9977.5470	13697.7095	12879.9945	8712.0892	10928.9040	8900.5808	9377.8342	7091.8954	8467.4765	7641.4666	19731.4030	14776.6335	17645.4585	6268.9348	24965.6559	5897.9083	7472.1888	7765.9196	8461.9465	9181.9438	5267.7505	6360.2790	15350.8894	5710.5978	4701.8007	6966.9469	6949.4226	11083.8840	8386.8568	8315.0285	15377.7565	9126.2165	8394.6504	8691.5663	9377.7080	6932.4650	11568.8854	10931.1048	8060.8927	12229.1179	9178.0741	8090.0810	16986.1990	6891.0749	7519.6473	7199.1988	6333.5764	6713.8790	6351.4473	7663.5081	11320.8351	8690.3652	5721.3636	12390.5505	7904.0493	8304.3269	4549.0910	13009.9857	6058.4826	10895.5452	13717.1271	6318.1818	8027.3082	7312.4002	8054.0769	5202.9835	7236.8061	6836.6846	7962.0355	13096.1010	11061.5208	11904.9727	14224.3243	11578.4723	6629.6859	5685.8108	14367.3046	3856.5891	8475.6328	11633.3091	9095.5056	5332.3480	9805.0611	5336.7182	8147.6408	11755.4412	8103.6983	7097.1558	6688.4485	6170.7540	12042.0400	5904.4788	9092.2693	9390.5591	4819.8037	9367.2511	12857.9639	4598.8920	9350.6676	11597.6587	15567.3524	15866.3139	15855.7265	8639.7532	10419.2107	17411.0032	8165.8601	12264.7042	18955.3227	8450.9616	11427.8312	7013.3727	8865.5617	17207.7117	7039.8099	12629.0474	9079.3302	9784.0870	15743.7686	9854.0187	13380.9722	7975.1608	14839.5818	10438.4368	11679.2292	7939.9316	7018.6229	8266.7583	6322.0066	6610.6923	8205.5458	8967.6359	7436.4904	10936.6584	8449.6957	33055.7452	8123.1380	10760.7427	8685.0917	5416.3035	6770.6044	8275.8299	6135.3887	7163.8669	7218.3679	9461.2688	9359.0860	20717.5785	17260.3142	4996.3297	6257.9310	6753.4620	6235.6709	4130.0143	6670.6317	5863.7896	6094.5718	8044.0048	8329.2158	2996.0342	5146.4497	6457.8194	7100.0445	5961.7248	8566.4946	7270.4426	12315.8557	5639.7289	6802.4691	3110.6155	6067.3922	7701.5339	8275.9713	9101.9380	6023.7252	
9447	AIM2	1.2987	0.0000	389.9896	63.8607	181.9968	14.4317	21.3858	22.7234	328.4895	24.9552	51.6836	16.2878	111.0112	14.7934	30.1724	8.1522	0.6327	112.8270	NaN	2368.1189	983.6292	7.8412	246.9571	4.9293	12.9903	31.3007	135.5696	45.1737	626.1174	125.1924	11.8750	35.1891	152.7184	317.6734	25.4293	28.6285	126.8731	10.9795	18.4872	16.4960	311.5919	12.5402	0.7427	12.4573	2.6690	175.2936	119.6731	263.2718	16.9639	10.9301	1036.1573	8.7799	228.6719	48.3442	21.6718	14.0366	24.0516	1.5410	153.7572	75.9378	1062.1359	46.8521	577.3568	37.5865	13.9581	4.4138	6.2529	0.0000	5.0531	16.6374	0.8047	44.6602	89.1197	41.1360	17.4768	1043.3355	21.7359	388.0851	15.3790	544.7792	14.7837	1.7683	41.7218	52.1433	3.2373	0.0000	49.4248	1239.1005	191.5056	0.4417	50.7479	38.6527	450.6206	407.2052	166.3969	1025.5826	41.8169	542.5880	89.9555	120.5248	9.9441	1147.5012	20.7675	12.5833	NaN	NaN	NaN	NaN	156.9808	76.5957	156.8785	7.8797	18.6976	395.2027	NaN	2220.0737	376.7089	100.0678	34.2669	20.1493	144.4470	405.1095	1178.5196	104.9657	30.3030	2.7294	2012.5409	282.9232	144.4853	4.4355	49.5650	190.4281	104.7512	3.0023	294.0370	343.8223	138.4342	502.5773	603.8050	1015.9642	35.0467	635.2793	165.4135	1538.8807	196.4361	23.6533	204.5687	4.5594	4.5971	40.9718	80.4989	330.7902	647.2248	1110.4393	77.9592	63.3644	355.1898	53.2440	212.0275	0.0000	310.8892	4.4955	261.5804	83.7948	10.6132	253.9243	144.0491	1412.2175	26.6565	221.1314	405.1505	329.6918	857.2537	3.5215	793.6544	73.0044	81.3253	20.1962	630.1424	270.9470	18.5707	30.5318	24.8610	226.9327	5.7803	238.8060	54.1930	2.4525	587.2430	4.6440	366.4122	828.8248	1019.4246	131.3081	3.9913	46.9697	145.1178	12.1156	30.2804	2.2099	1.3245	154.4451	4.7660	7.7425	6.8454	43.8079	55.9695	26.0324	47.9429	535.8366	1029.7732	87.4194	64.6330	1083.6352	67.8306	2.5180	183.2219	61.0538	230.6924	116.4875	235.8860	110.9982	642.4628	192.5820	58.1350	2.0888	601.7804	43.2459	70.8325	801.8835	39.5467	353.0407	396.5448	31.9117	680.7305	160.9716	784.0413	59.3923	362.5200	142.9679	46.6481	1226.9886	47.8608	57.4366	205.4876	181.9662	1271.3629	66.8273	3.7097	69.7310	321.6487	552.0699	564.9247	11.1103	121.4689	989.5678	1671.1470	202.3650	72.9126	77.1101	236.3956	31.2588	89.3801	745.5465	865.8114	144.8808	38.9162	8.3599	73.4774	64.4373	34.8427	10.7389	1.4065	241.8813	65.8918	56.4592	480.4104	170.0595	1428.8939	841.7937	532.9092	101.1793	28.4728	8.0669	25.2259	638.9051	214.8936	0.0000	36.5005	56.3808	30.9156	112.8557	35.7870	2.5063	789.1604	2.6690	140.1406	221.9524	44.4830	1.1813	718.1965	9.2075	156.5068	129.3853	215.9833	66.8600	1388.9056	36.1591	1.9132	310.7658	20.0793	10.2381	1416.9371	25.1453	4.8464	78.5192	1.2151	15.1021	1.5352	15.0829	9.9609	28.8377	195.3017	22.8932	750.1026	45.3145	974.1848	1.1313	6.6686	699.3107	753.6462	549.2870	4.7255	4427.1333	467.1273	78.9989	162.2490	6.6981	5.3063	1.5480	74.1949	138.9868	1223.6534	0.8247	19.9570	136.2852	784.0691	49.8573	14.9796	41.6710	6.0498	29.7504	32.8490	241.1589	212.8982	152.5814	590.0842	17.1655	44.8199	4.5498	24.2511	28.9779	45.5707	158.5635	11.0193	6.0685	98.4566	38.1918	6.3932	18.4319	37.2732	6.4620	33.8276	710.7375	327.3388	792.7928	377.0684	752.7862	124.2492	165.2574	0.0000	82.1836	44.7993	68.6642	591.2162	1899.0193	8.0006	233.1811	85.4769	887.2371	128.0592	1.4383	129.4393	1590.4414	281.8074	57.3566	570.4377	44.6030	749.3984	2.8736	80.2515	24.8302	74.2008	4.7187	113.9330	3215.7265	1876.0773	0.3723	58.2524	69.5117	6.4152	111.1418	1.7001	128.8366	6.9151	144.7514	78.0474	3.5651	37.5775	9.8820	630.7378	961.9736	12.4287	11.4511	1222.7397	75.3425	637.0450	44.2052	126.2167	222.7103	6.8752	81.3070	41.1241	95.0686	1.9567	1308.4328	11.4713	29.6686	19.3402	18.3714	943.2361	28.7005	12.5609	10.3022	6.5304	1.0054	14.2631	19.6190	423.0634	187.7040	1.1108	9.3966	225.8926	65.5172	364.1691	161.1571	0.4068	22.5595	37.7613	202.0987	7.6706	15.8538	170.2473	0.4931	142.5752	56.0249	15.9884	21.3637	621.1553	323.4060	10.9489	0.8514	84.7458	169.9226	155.9927	44.1538	134.8837	48.1586	
