GENE_ID	COMMON	TCGA-G7-6789-01	TCGA-DW-7836-01	TCGA-B9-5156-01	TCGA-A4-8630-01	TCGA-G7-6795-01	TCGA-B9-A44B-01	TCGA-DZ-6132-01	TCGA-BQ-7046-01	TCGA-G7-7501-01	TCGA-A4-A48D-01	TCGA-2Z-A9JI-01	TCGA-P4-AAVO-01	TCGA-BQ-5885-01	TCGA-BQ-5891-01	TCGA-A4-8515-01	TCGA-B9-A5W8-01	TCGA-A4-7734-01	TCGA-MH-A562-01	TCGA-HE-A5NF-01	TCGA-P4-A5E8-01	TCGA-B9-A8YI-01	TCGA-UZ-A9PZ-01	TCGA-2Z-A9JD-01	TCGA-5P-A9K2-01	TCGA-DW-7963-01	TCGA-G7-A8LD-01	TCGA-A4-7288-01	TCGA-2Z-A9J9-01	TCGA-B9-A69E-01	TCGA-2Z-A9JT-01	TCGA-IA-A40X-01	TCGA-AL-A5DJ-01	TCGA-Y8-A894-01	TCGA-BQ-5880-01	TCGA-WN-A9G9-01	TCGA-BQ-7058-01	TCGA-B9-4117-01	TCGA-B1-7332-01	TCGA-IA-A83S-01	TCGA-2Z-A9JO-01	TCGA-G7-A8LE-01	TCGA-UZ-A9PN-01	TCGA-B9-7268-01	TCGA-4A-A93Y-01	TCGA-A4-7287-01	TCGA-GL-A9DC-01	TCGA-A4-7585-01	TCGA-HE-A5NL-01	TCGA-SX-A7SL-01	TCGA-EV-5901-01	TCGA-MH-A854-01	TCGA-WN-AB4C-01	TCGA-DZ-6131-01	TCGA-A4-A57E-01	TCGA-UZ-A9PS-05	TCGA-2Z-A9JJ-01	TCGA-UZ-A9PS-01	TCGA-5P-A9JV-01	TCGA-AL-7173-01	TCGA-SX-A7SQ-01	TCGA-MH-A55W-01	TCGA-BQ-5879-01	TCGA-B3-3926-01	TCGA-GL-A59R-01	TCGA-IZ-A6M8-01	TCGA-2Z-A9J2-01	TCGA-J7-6720-01	TCGA-B9-4115-01	TCGA-P4-A5E7-01	TCGA-2Z-A9JM-01	TCGA-P4-AAVK-01	TCGA-B1-5398-01	TCGA-G7-A8LC-01	TCGA-MH-A55Z-01	TCGA-5P-A9JU-01	TCGA-5P-A9K6-01	TCGA-Y8-A8RZ-01	TCGA-Y8-A895-01	TCGA-UZ-A9PX-01	TCGA-P4-A5EB-01	TCGA-BQ-5881-01	TCGA-A4-A5XZ-01	TCGA-5P-A9KF-01	TCGA-B3-3925-01	TCGA-BQ-7053-01	TCGA-Y8-A8S0-01	TCGA-HE-A5NJ-01	TCGA-AL-3468-01	TCGA-5P-A9KA-01	TCGA-GL-7966-01	TCGA-UZ-A9PM-01	TCGA-A4-7997-01	TCGA-SX-A71S-01	TCGA-A4-7584-01	TCGA-J7-8537-01	TCGA-SX-A7SO-01	TCGA-A4-8516-01	TCGA-B9-A5W9-01	TCGA-A4-A5Y0-01	TCGA-MH-A561-01	TCGA-B3-4104-01	TCGA-DW-7834-01	TCGA-HE-A5NK-01	TCGA-BQ-7048-01	TCGA-G7-6793-01	TCGA-UZ-A9PR-01	TCGA-A4-7996-01	TCGA-B1-A657-01	TCGA-SX-A71R-01	TCGA-A4-8098-01	TCGA-2Z-A9JS-01	TCGA-B9-4617-01	TCGA-IA-A83W-01	TCGA-2K-A9WE-01	TCGA-2Z-A9J8-01	TCGA-SX-A7SP-01	TCGA-A4-A5Y1-01	TCGA-A4-A772-01	TCGA-B9-5155-01	TCGA-A4-8312-01	TCGA-2Z-A9J3-01	TCGA-DW-7839-01	TCGA-F9-A97G-01	TCGA-B9-4116-01	TCGA-BQ-5875-01	TCGA-BQ-7059-01	TCGA-5P-A9JZ-01	TCGA-GL-7773-01	TCGA-2Z-A9JN-01	TCGA-DW-5560-01	TCGA-P4-A5E6-01	TCGA-5P-A9K0-01	TCGA-Y8-A8RY-01	TCGA-BQ-5886-01	TCGA-SX-A7SU-01	TCGA-P4-A5EA-01	TCGA-Y8-A896-01	TCGA-A4-7286-01	TCGA-BQ-5892-01	TCGA-GL-A4EM-01	TCGA-O9-A75Z-01	TCGA-A4-7828-01	TCGA-HE-A5NI-01	TCGA-KV-A74V-01	TCGA-BQ-5876-01	TCGA-AL-3473-01	TCGA-5P-A9JY-01	TCGA-AL-3467-01	TCGA-UZ-A9PL-01	TCGA-DW-5561-01	TCGA-HE-7128-01	TCGA-2Z-A9JQ-01	TCGA-DZ-6135-01	TCGA-4A-A93W-01	TCGA-IA-A40U-01	TCGA-2Z-A9J6-01	TCGA-A4-7583-01	TCGA-GL-A9DE-01	TCGA-2Z-A9J1-01	TCGA-B9-4114-01	TCGA-G7-A4TM-01	TCGA-IZ-A6M9-01	TCGA-B1-A47N-01	TCGA-B3-4103-01	TCGA-SX-A7SN-01	TCGA-BQ-5894-01	TCGA-G7-6792-01	TCGA-2Z-A9JL-01	TCGA-BQ-7061-01	TCGA-A4-A7UZ-01	TCGA-SX-A71W-01	TCGA-MH-A856-01	TCGA-UZ-A9PQ-01	TCGA-UN-AAZ9-01	TCGA-BQ-5888-01	TCGA-B1-A656-01	TCGA-SX-A7SS-01	TCGA-KV-A6GD-01	TCGA-EV-5903-01	TCGA-PJ-A5Z9-01	TCGA-5P-A9KE-01	TCGA-F9-A8NY-01	TCGA-DW-7840-01	TCGA-V9-A7HT-01	TCGA-GL-A59T-01	TCGA-B1-A47O-01	TCGA-2Z-A9JG-01	TCGA-A4-8311-01	TCGA-MH-A857-01	TCGA-DW-7838-01	TCGA-BQ-7060-01	TCGA-G7-6797-01	TCGA-Y8-A897-01	TCGA-SX-A71V-01	TCGA-F9-A7VF-01	TCGA-BQ-5887-01	TCGA-A4-7732-01	TCGA-5P-A9K4-01	TCGA-UZ-A9PV-01	TCGA-BQ-7044-01	TCGA-A4-A4ZT-01	TCGA-BQ-5893-01	TCGA-IZ-8195-01	TCGA-Y8-A8S1-01	TCGA-A4-8517-01	TCGA-G7-A8LB-01	TCGA-MH-A560-01	TCGA-BQ-7055-01	TCGA-BQ-7049-01	TCGA-AL-3472-01	TCGA-AL-3466-01	TCGA-UZ-A9PK-01	TCGA-P4-AAVL-01	TCGA-2Z-A9JR-01	TCGA-IA-A83V-01	TCGA-DZ-6134-01	TCGA-BQ-5882-01	TCGA-2Z-A9J7-01	TCGA-A4-A6HP-01	TCGA-B1-A47M-01	TCGA-BQ-7056-01	TCGA-EV-5902-01	TCGA-UZ-A9PP-01	TCGA-UZ-A9Q1-01	TCGA-MH-A855-01	TCGA-B9-A8YH-01	TCGA-2Z-A9JE-01	TCGA-5P-A9K3-01	TCGA-GL-6846-01	TCGA-GL-8500-01	TCGA-F9-A7Q0-01	TCGA-B1-A655-01	TCGA-SX-A7SR-01	TCGA-BQ-5889-01	TCGA-IA-A40Y-01	TCGA-DW-7841-01	TCGA-PJ-A5Z8-01	TCGA-HE-7130-01	TCGA-A4-8310-01	TCGA-BQ-5877-01	TCGA-DW-7837-01	TCGA-G7-6796-01	TCGA-Y8-A898-01	TCGA-DZ-6133-01	TCGA-5P-A9K9-01	TCGA-G7-7502-01	TCGA-A4-A5DU-01	TCGA-2Z-A9JP-01	TCGA-UZ-A9PU-01	TCGA-BQ-5890-01	TCGA-IA-A83T-01	TCGA-BQ-5884-01	TCGA-B3-8121-01	TCGA-GL-A9DD-01	TCGA-2Z-A9J5-01	TCGA-BQ-7050-01	TCGA-UZ-A9PJ-01	TCGA-B9-4113-01	TCGA-SX-A7SM-01	TCGA-BQ-5878-01	TCGA-P4-A5ED-01	TCGA-AL-3471-01	TCGA-B1-A654-01	TCGA-5P-A9JW-01	TCGA-5P-A9K8-01	TCGA-P4-AAVM-01	TCGA-2Z-A9JK-01	TCGA-KV-A6GE-01	TCGA-BQ-5883-01	TCGA-F9-A4JJ-01	TCGA-5P-A9KH-01	TCGA-J7-A8I2-01	TCGA-BQ-7051-01	TCGA-HE-A5NH-01	TCGA-A4-7915-01	TCGA-5P-A9KC-01	TCGA-G7-6790-01	TCGA-UZ-A9PO-01	TCGA-UZ-A9Q0-01	TCGA-AT-A5NU-01	TCGA-HE-7129-01	TCGA-Q2-A5QZ-01	TCGA-B3-A6W5-01	TCGA-B9-A5W7-01	TCGA-SX-A71U-01	TCGA-BQ-7045-01	TCGA-BQ-7062-01	TCGA-4A-A93X-01	TCGA-DW-7842-01	TCGA-IZ-8196-01	TCGA-A4-8518-01	
1058	CENPA	-0.0631	-0.1759	0.2877	-0.5546	-0.3809	1.1673	-0.2789	-0.3827	2.7927	-0.5237	1.6996	-0.2207	-0.3935	0.0984	-0.5249	0.0323	-0.2053	-0.2558	-0.2272	0.2049	-0.5543	-0.4996	-0.6331	-0.4126	-0.2944	7.5667	-0.4280	-0.6084	0.1700	-0.3737	-0.1664	2.0946	-0.5448	-0.2887	1.3895	0.5110	-0.4738	-0.4739	0.0276	-0.4911	-0.5372	0.6334	-0.5292	0.1142	8.5511	-0.4230	-0.1264	-0.5683	-0.5057	-0.3342	-0.2801	0.2932	0.7306	0.3344	-0.0727	0.1991	-0.2695	-0.1878	0.2711	-0.3244	-0.6293	1.1024	-0.4206	-0.2709	-0.2356	-0.0665	0.1177	0.2882	-0.4720	-0.3040	0.0475	-0.4717	-0.1835	-0.3182	3.8769	-0.3141	-0.2805	-0.5317	-0.5233	-0.6211	-0.4058	-0.3599	-0.0559	-0.5134	-0.3820	-0.5064	-0.2750	0.0859	-0.4996	3.0676	-0.3381	-0.1132	-0.5671	-0.4703	2.2268	-0.4054	-0.1546	-0.5715	-0.5617	-0.5241	1.2424	-0.5200	-0.3086	-0.2469	1.1566	-0.2533	-0.2745	-0.5120	-0.3515	0.2330	-0.3510	-0.1953	0.0495	-0.1175	-0.2935	-0.5137	1.5561	-0.1781	-0.5292	-0.6380	1.1164	-0.6214	2.1671	-0.1845	0.7557	-0.5179	-0.5159	-0.4849	-0.6429	0.3266	-0.2475	-0.5258	-0.1612	0.4537	-0.4127	1.8498	0.1308	-0.4681	-0.0331	-0.3107	-0.3226	-0.1747	-0.3285	-0.5539	4.6020	0.0728	-0.2952	-0.6582	-0.0782	0.4444	-0.6278	-0.3675	-0.4857	-0.3397	-0.3677	-0.4737	-0.1304	-0.2478	-0.4577	-0.5490	-0.2576	-0.5648	-0.5711	-0.5444	-0.0973	8.4903	-0.5157	-0.2466	0.7819	0.9530	-0.4419	-0.0290	0.4728	-0.4714	-0.1403	0.1824	-0.6105	-0.4371	-0.5874	-0.6426	-0.3815	0.5048	-0.0520	-0.4860	1.0676	-0.2753	-0.3860	-0.5361	-0.4097	-0.4078	-0.5124	-0.4422	-0.5067	-0.3802	-0.3115	-0.0841	0.1893	-0.0070	-0.1870	0.3533	-0.5820	4.1836	-0.3486	-0.4070	-0.5377	-0.2705	-0.5743	-0.5658	-0.3556	-0.5966	6.8109	-0.3329	0.2589	-0.4682	-0.2528	-0.5293	2.4524	-0.3666	-0.2329	-0.0699	1.8487	-0.3395	-0.3554	-0.2459	-0.5282	-0.3920	0.8999	1.3161	0.2443	-0.4806	-0.3081	-0.3393	-0.5466	2.3271	4.3649	0.1354	-0.1473	3.7766	0.2160	0.5111	-0.4926	-0.5633	-0.2880	-0.3922	3.1085	-0.1502	0.2611	-0.2480	-0.5779	2.2411	-0.4977	-0.3475	-0.2771	-0.3377	-0.5201	-0.3742	-0.5728	-0.4335	1.9033	-0.5186	0.0763	-0.3928	-0.3412	-0.3395	-0.4227	-0.4324	0.1454	-0.2916	-0.6776	3.1521	-0.5032	2.2767	-0.6109	-0.3187	3.5867	1.3724	-0.3339	-0.4959	-0.5223	-0.5520	-0.5837	2.5795	0.1027	-0.3708	-0.4342	-0.5636	-0.6303	-0.2967	-0.5265	-0.3645	-0.3942	
64105	CENPK	-0.2181	0.0934	0.9296	-0.5412	-0.7038	-0.0886	-0.3661	-0.5262	3.1821	-0.8180	1.1690	-0.7106	-0.4894	1.7511	-0.0295	-0.5112	-0.2357	-0.4594	-0.5565	0.1597	-0.5473	0.0443	-0.7849	0.3628	-0.0810	4.6951	-0.0331	-0.1117	0.0226	-0.8479	-0.2238	1.8333	0.1477	-0.4110	4.5103	-0.4667	-0.6897	-0.5711	0.3496	-0.7462	-0.6718	0.4938	-0.4960	-0.5341	4.5602	0.2752	0.3277	-0.5078	0.7783	-0.3107	-0.4505	-0.6008	-0.0214	6.3545	-0.4724	1.5021	0.5957	0.3978	-0.4510	0.8732	-0.7703	-0.3017	-0.1972	-0.3313	-0.7210	-0.7434	-0.4157	1.1427	-0.2229	-0.5966	-0.3748	-0.6173	0.7162	-0.3259	0.7564	-0.4603	-0.5906	-0.1703	-0.7079	0.1056	-0.7523	-0.6836	-0.5657	-0.5862	-0.3751	-0.3934	1.6072	-0.7232	-0.5453	3.5231	-0.6418	0.2733	-0.7135	0.7067	2.4154	-0.7424	0.6612	-0.1213	0.0985	-0.5108	2.8955	-0.6900	1.4523	-0.0941	1.2415	-0.4742	0.1924	-0.3572	-0.5248	2.2627	-0.5300	-0.7727	-0.0985	-0.2042	-0.3561	-0.7700	0.7017	0.2785	0.0728	-0.6901	2.4481	0.9977	-0.1020	1.6724	-0.4919	-0.5073	-0.5488	-0.5176	-0.5721	0.4142	-0.6112	0.0811	-0.6230	0.1769	0.0218	0.9379	0.9016	-0.6287	-0.0503	-0.6818	-0.5778	0.7959	-0.4233	-0.7832	2.2991	2.0246	-0.0459	-0.5419	-0.0516	-0.1131	-0.5595	-0.8449	-0.3793	-0.2841	-0.5031	-0.6553	0.8358	-0.5009	-0.3514	-0.3730	-0.0390	-0.6760	-0.0958	-0.0298	0.1566	2.3781	0.4188	-0.2750	0.0301	1.7032	-0.2888	1.7675	0.6442	1.1376	0.1973	-0.4878	0.2040	-0.4819	-0.5248	-0.6658	-0.4874	-0.0253	-0.2990	-0.7721	-0.5465	-0.8503	-0.0556	-0.3645	-0.6125	-0.6020	-0.5021	-0.2716	0.0646	-0.3295	-0.6855	-0.6755	1.2319	-0.2640	0.2443	0.5757	-0.7736	0.9218	-0.2245	-0.9744	-0.0488	1.9410	-0.1421	-0.1143	-0.5732	-0.8515	0.6660	-0.4668	-0.5701	-0.4945	-0.8760	-0.6121	0.5880	-0.6538	-0.4276	-0.2456	0.9577	0.3691	0.5988	-0.3481	-0.7469	-0.2659	-0.0179	5.5483	0.5516	1.0974	1.8330	-0.0059	-0.6580	1.3882	1.8885	0.2121	0.5692	1.4261	2.0355	0.0534	-0.7356	-0.7982	-0.4227	-0.2802	3.0584	-0.5164	-0.1921	-0.3954	-0.3475	1.0978	-0.9335	-0.9112	-0.1910	-0.5384	-0.6753	-0.6521	-0.2895	-0.6382	-0.3392	-0.3653	-0.8110	1.2076	-0.6307	-0.4081	-0.0118	-0.7531	0.7122	-0.6792	-0.7806	1.2750	-0.5541	4.6838	-0.6113	-0.2621	4.3118	0.0617	-0.6688	-0.5180	-0.4881	-0.7037	-0.4613	-0.7693	0.7581	-0.6454	0.5877	-0.9589	-0.6714	0.5947	0.1734	-0.3927	-0.6459	
91687	CENPL	-0.3350	-0.9996	1.1504	0.3700	-1.5169	-0.4072	0.7418	-0.2272	2.7573	-1.2872	0.7339	-0.7339	0.1155	4.0639	0.4512	-0.8652	0.5766	-0.8526	0.0462	-0.0311	-0.0949	-0.2558	0.1817	-1.7159	-1.0753	5.5865	0.8896	-0.4228	0.0864	-1.5000	-0.4232	0.4800	-0.4149	-0.5182	1.6707	-1.1537	-0.6551	-0.7878	-0.5475	0.5588	-1.0417	0.4734	0.4058	0.3398	9.3178	0.0979	0.6298	-0.1934	-0.4483	-0.1205	-1.2921	-0.6573	2.6513	1.2918	0.2922	0.1532	0.0005	0.0746	-0.1666	-0.1649	-0.5580	0.8059	-0.5242	-0.6108	-1.3322	-0.6013	0.3163	0.5497	-0.4831	-0.3430	0.3674	0.6505	-1.3128	-0.8373	2.3998	-0.5459	-0.6224	-0.3857	-0.6333	-0.6249	-1.2812	0.4455	-0.8179	0.0748	0.2187	-0.4989	-0.6979	-0.9298	-0.7699	3.4015	-0.4007	0.7519	-0.5716	-0.3038	3.4981	0.1068	-0.0372	0.6010	0.7957	-1.2153	0.9279	-0.1502	-0.2442	0.8755	0.9526	0.0550	1.4009	0.2254	-0.8343	1.6665	0.5286	-0.8677	-0.1952	0.0030	1.3089	-0.8193	2.7899	-0.5222	-0.3369	-0.0582	1.4299	-1.1112	2.1440	-0.0402	0.7069	-0.0354	-0.5507	-0.5194	1.9795	-1.2072	-1.2580	-0.3390	-0.5033	-0.5412	-0.9614	-0.8551	0.3836	0.2652	0.7389	-0.3321	-0.2139	-0.7661	-1.0413	-0.4215	2.3238	2.9818	-0.6894	-0.3681	-0.8332	-0.5738	-0.1447	-1.7428	-0.0674	-0.6282	-0.6501	-0.7519	-0.5933	0.7584	-1.0242	0.0093	-0.1869	-1.5235	-1.2407	0.1576	0.1974	2.4189	-0.7678	-0.5503	0.8998	-0.0953	-0.1307	-0.6839	1.0003	0.1337	-0.7521	-0.1601	-0.4496	-1.1744	-0.5902	-0.9022	-0.1063	-0.3137	-0.5371	0.8609	-0.8917	-0.4469	0.0131	0.1278	2.2649	0.2064	0.1830	-1.1977	-0.4935	1.2315	-1.0750	0.7260	-0.0612	0.0415	-0.2284	1.3642	-0.4092	1.5865	-0.4865	-0.6503	-0.0293	-1.0660	-1.3705	2.2206	-0.4643	-1.1956	5.0342	-0.6619	-0.9260	-0.5653	-0.4629	0.1283	2.5353	0.0754	-1.2083	-0.8369	0.2168	0.3692	-0.5492	0.4304	-0.0835	0.3136	-0.1042	1.6781	0.3261	-0.4082	-0.5259	3.7307	-0.1034	0.4510	2.6620	-0.2165	-0.9129	4.1234	0.2139	1.2327	-0.3804	-1.1459	-0.5628	1.0916	1.2507	-0.9457	-0.8130	-1.2078	0.0938	0.8371	-0.4557	4.0310	0.7123	0.1253	-1.6301	-0.0746	-0.7307	-0.5718	-0.1239	0.8353	-1.5382	-1.4096	-1.2645	-0.5979	2.9386	0.4856	0.5684	-1.3491	1.8993	1.3647	0.2390	0.6751	1.1597	-0.3232	1.7595	1.9430	-0.0813	0.6222	-1.0852	-0.6732	0.3330	-0.5045	0.8104	-0.4136	0.5540	-0.3722	-0.4112	0.0477	-0.3711	0.3869	0.8968	
79019	CENPM	0.2051	-0.4714	0.6400	-0.5643	0.5027	1.2522	-0.1904	-0.2281	0.2153	-0.5301	0.2634	-0.1064	-0.3003	0.8195	-0.3369	-0.4433	-0.4136	0.8944	-0.6974	0.4488	-0.2994	-0.4770	-0.5290	-0.2293	0.3697	1.5449	-0.4971	-0.6134	0.1587	0.3319	-0.0929	12.0303	-0.4222	-0.2852	1.9289	0.0871	-0.8147	-0.5236	0.5492	-0.5636	-0.6564	0.6457	-0.5215	-0.1134	8.0931	0.0358	0.0618	-0.4880	0.3490	-0.3887	1.6525	0.1764	0.3594	3.6939	-0.1904	0.3850	-0.1812	-0.1233	1.3618	-0.2690	-0.4922	0.3325	-0.6928	-0.4639	0.6707	0.1464	0.1067	0.3552	-0.6187	-0.1944	0.2698	-0.4798	-0.5301	-0.1161	0.4545	-0.3364	-0.5918	-0.4298	-0.6242	-0.4011	-0.1923	-0.6743	-0.5414	-0.7261	0.0744	-0.7562	0.2874	-0.6493	-0.6316	0.6807	-0.1675	-0.0830	-0.6947	-0.3640	0.4779	-0.7280	-0.3451	-0.4127	-0.3604	-0.7021	1.4949	-0.6978	0.0568	-0.2976	0.3857	-0.6927	-0.2893	-0.5059	-0.4670	-0.0915	-0.5500	-0.6561	-0.4888	-0.3696	0.1361	-0.3960	0.0346	0.5009	-0.6524	-0.7093	2.0438	-0.4763	-0.1037	0.2577	-0.6657	-0.4655	-0.1483	-0.3959	-0.7113	1.3350	-0.3788	0.1472	-0.2051	0.9564	-0.4822	1.9169	-0.3313	-0.0455	0.1362	-0.4671	-0.4860	-0.1850	-0.2553	-0.4368	-0.0112	0.6202	-0.0783	-0.6974	1.1219	0.1133	-0.6716	-0.3064	-0.5396	0.3240	-0.5353	-0.2883	0.1414	-0.2482	0.0130	-0.4621	0.0718	-0.4669	-0.3747	-0.6260	-0.1810	2.1272	-0.1739	-0.4429	-0.0284	1.1978	-0.2143	-0.0244	-0.6543	-0.7156	0.9211	0.5780	-0.1352	-0.5644	-0.6724	-0.5057	0.1043	-0.4326	0.0768	-0.5829	-0.1821	-0.4860	-0.5342	-0.5368	0.1600	-0.6781	-0.5672	-0.7986	-0.4426	-0.4437	0.6144	0.0262	0.2708	0.2320	-0.2419	-0.2666	-0.8551	0.9308	-0.1323	-0.0594	-0.5328	1.1780	0.6643	-0.3216	-0.4695	-0.7110	-0.4502	-0.6854	0.2881	-0.4767	-0.3078	-0.5300	0.3309	-0.5477	0.1324	0.4404	1.9527	-0.7110	0.2037	-0.3461	-0.4418	-0.3045	1.4090	4.3274	0.2208	-0.0988	-0.4498	-0.5378	-0.7091	3.6340	0.7222	-0.0554	-0.1620	3.0279	1.4529	-0.2232	-0.6834	-0.6614	-0.3099	-0.5393	0.7494	-0.1606	-0.1879	0.1733	-0.6596	0.4138	-0.1384	-0.8189	-0.5451	-0.4170	-0.2529	-0.6239	-0.5921	-0.7969	-0.2573	0.1874	0.4596	-0.4529	0.9918	-0.4022	-0.1383	-0.4635	0.7313	-0.3479	-0.7533	0.5893	-0.1070	4.7819	-0.4824	-0.4340	2.9186	-0.0597	-0.5422	-0.5246	0.3907	-0.6246	-0.3632	4.9923	0.2033	-0.2786	-0.0869	-0.6896	-0.6585	-0.1537	-0.5777	-0.5948	-0.4621	
55839	CENPN	-0.9837	-0.4643	0.6902	-0.9128	-0.7681	0.1243	0.1077	-0.9447	2.4107	0.2286	-0.3076	-0.4606	-0.3670	0.6786	-0.1061	-0.4318	-0.6215	-0.4265	-0.7575	1.1670	-0.6295	-0.2385	-0.2802	-0.2994	0.2175	1.2672	0.0219	-1.1710	1.3736	-0.1906	-1.0646	2.0346	-0.0878	-0.3102	0.7425	-0.4271	-1.2160	-0.9130	0.6503	-0.0623	-1.1001	-0.1691	0.3356	-0.2277	2.3878	-0.0505	1.2738	-0.4085	-0.2800	-0.5974	2.0919	0.3798	0.7737	2.9585	1.2890	-0.0484	-0.2533	-0.8093	0.1512	-0.5007	-0.6567	1.0652	0.0691	-0.6408	-0.7047	0.0925	-0.5613	-0.2517	-0.2391	-0.6935	0.7902	0.1857	1.3346	-0.5953	-0.2033	-0.3500	0.8892	-0.8519	-0.4637	-0.6138	-0.7749	-0.5852	-0.3700	-0.8406	-0.1792	-0.8783	-0.6691	-0.6730	-0.6550	1.6986	-0.5996	1.3410	-0.9827	-0.2277	2.3140	-0.4561	0.3442	-0.3905	-0.1509	-0.8911	0.4348	0.1528	0.4487	-0.3844	-0.6284	-0.8796	-0.1722	-0.5012	-0.3188	1.1574	-0.1691	-0.4910	-0.2973	-0.1927	0.7851	-0.8499	-0.9179	-0.0557	-0.3384	-0.6783	1.5541	-0.9179	7.5690	0.0484	-0.0014	-0.5405	-0.8425	-0.3109	-0.3249	-0.4994	0.6558	-0.4491	-0.6263	0.2082	-0.9447	3.3898	0.2782	-0.0695	-0.3366	0.1877	-0.8448	-0.5604	-0.2693	0.6739	3.9570	0.3422	-0.2351	-0.6177	-0.6423	-0.4302	-0.7606	-0.1642	-0.5340	-0.6726	0.0967	-0.5156	2.3702	-0.0914	-0.4663	-0.0823	-0.3668	-1.0160	-0.9148	-0.1232	-0.1921	3.4151	-0.5920	-0.5937	-0.1680	0.6417	0.1214	0.0160	0.6212	0.6376	-0.2540	-0.0079	-0.8607	-0.2672	-0.7224	-0.3249	-0.6011	0.7928	-0.6154	-0.3226	-0.1168	-0.7445	-0.1261	-0.6849	0.1793	-0.4020	-0.6270	0.4969	0.2174	0.4366	-0.0146	0.3063	-0.2893	-0.3053	0.3667	0.3803	-0.7635	0.1527	-0.4817	2.5030	-0.4464	0.8506	0.6403	-0.3731	-0.5382	-0.9587	-0.1986	-0.2426	-0.5550	-0.7027	-0.7129	-0.5458	0.7819	-0.7668	-0.7957	-0.1744	1.5752	-0.2855	-0.1768	0.3563	-0.7515	-0.7329	0.1207	2.5537	0.3316	4.0842	0.3587	-0.1446	-0.5314	1.5337	1.9792	-0.5841	1.2257	0.1885	0.3392	0.0448	-0.6590	-0.0645	-0.5437	-0.0627	1.1412	-0.5260	-0.5939	-0.7767	-0.5791	0.1545	-1.0092	1.2306	-0.6331	-0.4626	-0.0186	-0.4474	-1.1212	-0.6116	-0.0705	0.1478	-0.7826	-0.1701	-0.5674	-0.1784	-0.3931	0.1782	0.4166	-0.4198	-0.5740	2.5960	1.1462	1.1254	-0.5393	-0.7159	1.2765	3.1681	-0.0934	-0.2279	0.2554	-0.2325	-0.6300	1.5088	1.3001	-0.3028	-0.4792	-1.0137	-0.6851	1.2824	-0.9941	-0.5817	0.3123	
