GENE_ID	COMMON	TCGA-AP-A1DH-01	TCGA-AP-A1DK-01	TCGA-AP-A1DM-01	TCGA-AP-A1DO-01	TCGA-AP-A1DP-01	TCGA-AP-A1DQ-01	TCGA-AP-A1DR-01	TCGA-AP-A1DV-01	TCGA-AP-A1E0-01	TCGA-AP-A1E1-01	TCGA-AP-A1E3-01	TCGA-AP-A1E4-01	TCGA-AX-A1C4-01	TCGA-AX-A1C5-01	TCGA-AX-A1C7-01	TCGA-AX-A1C8-01	TCGA-AX-A1C9-01	TCGA-AX-A1CA-01	TCGA-AX-A1CC-01	TCGA-AX-A1CE-01	TCGA-AX-A1CF-01	TCGA-AX-A1CI-01	TCGA-AX-A1CJ-01	TCGA-AX-A1CK-01	TCGA-AX-A1CN-01	TCGA-AX-A1CP-01	TCGA-AX-A1CR-01	TCGA-DI-A1BU-01	TCGA-DI-A1BY-01	TCGA-DI-A1C3-01	TCGA-B5-A11L-01	TCGA-B5-A1MU-01	TCGA-EY-A1G7-01	TCGA-EY-A1G8-01	TCGA-EY-A1GC-01	TCGA-EY-A1GD-01	TCGA-EY-A1GE-01	TCGA-EY-A1GF-01	TCGA-EY-A1GH-01	TCGA-EY-A1GI-01	TCGA-EY-A1GK-01	TCGA-EY-A1GL-01	TCGA-EY-A1GP-01	TCGA-EY-A1GQ-01	TCGA-EY-A1GR-01	TCGA-EY-A1GS-01	TCGA-EY-A1GT-01	TCGA-EY-A1GU-01	TCGA-EY-A1GV-01	TCGA-EY-A1GW-01	TCGA-EY-A1GX-01	TCGA-EY-A1H0-01	TCGA-B5-A1MX-01	TCGA-B5-A1MY-01	TCGA-B5-A1MZ-01	TCGA-B5-A1N2-01	TCGA-E6-A1LZ-01	TCGA-E6-A1M0-01	TCGA-EY-A1GJ-01	TCGA-A5-A1OF-01	TCGA-A5-A1OG-01	TCGA-A5-A1OJ-01	TCGA-AP-A0LS-01	TCGA-B5-A0JU-01	TCGA-B5-A0KB-01	TCGA-B5-A11P-01	TCGA-B5-A1MR-01	TCGA-B5-A1MV-01	TCGA-BS-A0V4-01	TCGA-BS-A0VI-01	TCGA-D1-A1NS-01	TCGA-D1-A1NU-01	TCGA-D1-A1NZ-01	TCGA-D1-A1O5-01	TCGA-D1-A1O7-01	TCGA-D1-A1O8-01	TCGA-E6-A1LX-01	TCGA-EC-A1NJ-01	TCGA-EY-A1GM-01	TCGA-EY-A1GO-01	TCGA-A5-A1OK-01	TCGA-B5-A0JX-01	TCGA-B5-A0K8-01	TCGA-D1-A1NW-01	TCGA-EY-A212-01	TCGA-EY-A215-01	TCGA-AJ-A23M-01	TCGA-AJ-A23O-01	TCGA-AW-A1PO-01	TCGA-BG-A220-01	TCGA-BG-A221-01	TCGA-BG-A222-01	TCGA-DI-A1NO-01	TCGA-EO-A1Y5-01	TCGA-EO-A1Y7-01	TCGA-EO-A1Y8-01	TCGA-EY-A210-01	TCGA-EY-A214-01	TCGA-BG-A2AD-01	TCGA-BG-A2AE-01	TCGA-BK-A26L-01	TCGA-D1-A1NX-01	TCGA-D1-A1NY-01	TCGA-DI-A1NN-01	TCGA-EC-A1QX-01	TCGA-EC-A24G-01	TCGA-AX-A2H5-01	TCGA-AX-A2H8-01	TCGA-AX-A2HC-01	TCGA-AX-A2HD-01	TCGA-AX-A2HF-01	TCGA-AX-A2HG-01	TCGA-AX-A2HH-01	TCGA-AX-A2HJ-01	TCGA-AX-A2HK-01	TCGA-B5-A1MW-01	TCGA-BG-A0MA-01	TCGA-D1-A1O0-01	TCGA-D1-A2G0-01	TCGA-D1-A2G5-01	TCGA-D1-A2G6-01	TCGA-FI-A2CX-01	TCGA-FI-A2CY-01	TCGA-FI-A2D0-01	TCGA-FI-A2D2-01	TCGA-FI-A2D4-01	TCGA-FI-A2D5-01	TCGA-FI-A2D6-01	TCGA-FI-A2EU-01	TCGA-FI-A2EW-01	TCGA-FI-A2EX-01	TCGA-FI-A2F4-01	TCGA-FI-A2F8-01	TCGA-FI-A2F9-01	TCGA-A5-A2K3-01	TCGA-A5-A2K5-01	TCGA-A5-A2K7-01	TCGA-AX-A2H2-01	TCGA-AX-A2IN-01	TCGA-AX-A2IO-01	TCGA-D1-A2G7-01	TCGA-DF-A2KN-01	TCGA-DF-A2KR-01	TCGA-DF-A2KU-01	TCGA-DF-A2KV-01	TCGA-DF-A2L0-01	TCGA-EO-A22U-01	TCGA-EO-A22X-01	TCGA-EO-A22Y-01	TCGA-EO-A2CG-01	TCGA-EO-A2CH-01	TCGA-H5-A2HR-01	TCGA-A5-A2K2-01	TCGA-A5-A2K4-01	TCGA-AJ-A2QK-01	TCGA-AJ-A2QL-01	TCGA-AJ-A2QM-01	TCGA-AJ-A2QN-01	TCGA-AJ-A2QO-01	TCGA-AX-A2H4-01	TCGA-AX-A2H7-01	TCGA-AX-A2HA-01	TCGA-BG-A2L7-01	TCGA-DF-A2KS-01	TCGA-DI-A2QU-01	TCGA-EO-A22R-01	TCGA-EO-A22S-01	TCGA-EO-A22T-01	TCGA-EY-A2OM-01	TCGA-EY-A2ON-01	TCGA-FI-A2EY-01	TCGA-AJ-A3BD-01	TCGA-AJ-A3BG-01	TCGA-AJ-A3BH-01	TCGA-AJ-A3BK-01	TCGA-AJ-A3EJ-01	TCGA-AJ-A3EK-01	TCGA-B5-A3FA-01	TCGA-B5-A3FB-01	TCGA-B5-A3FD-01	TCGA-B5-A3FH-01	TCGA-BG-A0MK-01	TCGA-D1-A3DG-01	TCGA-D1-A3DH-01	TCGA-DI-A2QT-01	TCGA-DI-A2QY-01	TCGA-E6-A2P8-01	TCGA-E6-A2P9-01	TCGA-EO-A3AS-01	TCGA-EO-A3AU-01	TCGA-EO-A3AV-01	TCGA-EO-A3AY-01	TCGA-EO-A3AZ-01	TCGA-EO-A3B0-01	TCGA-EO-A3B1-01	TCGA-EY-A2OO-01	TCGA-EY-A2OP-01	TCGA-EY-A2OQ-01	TCGA-AJ-A3BF-01	TCGA-AJ-A3BI-01	TCGA-AJ-A3EL-01	TCGA-AJ-A3EM-01	TCGA-AJ-A3IA-01	TCGA-AP-A3K1-01	TCGA-AX-A3G3-01	TCGA-AX-A3G4-01	TCGA-AX-A3G6-01	TCGA-AX-A3G7-01	TCGA-AX-A3GI-01	TCGA-D1-A3DA-01	TCGA-DF-A2KY-01	TCGA-DF-A2KZ-01	TCGA-A5-A1OH-01	TCGA-A5-A3LO-01	TCGA-A5-A3LP-01	TCGA-AJ-A23N-01	TCGA-AJ-A3I9-01	TCGA-AJ-A3NC-01	TCGA-AJ-A3NE-01	TCGA-AJ-A3NF-01	TCGA-AJ-A3NG-01	TCGA-AJ-A3NH-01	TCGA-AJ-A3OJ-01	TCGA-AJ-A3OK-01	TCGA-AJ-A3OL-01	TCGA-AJ-A3QS-01	TCGA-AJ-A3TW-01	TCGA-AX-A3FS-01	TCGA-AX-A3FT-01	TCGA-AX-A3FV-01	TCGA-AX-A3FW-01	TCGA-AX-A3FX-01	TCGA-AX-A3FZ-01	TCGA-AX-A3G1-01	TCGA-AX-A3G8-01	TCGA-AX-A3G9-01	TCGA-AX-A3GB-01	TCGA-B5-A1MS-01	TCGA-B5-A3F9-01	TCGA-B5-A3FC-01	TCGA-B5-A3S1-01	TCGA-BG-A3EW-01	TCGA-BG-A3PP-01	TCGA-BK-A13B-01	TCGA-D1-A3JP-01	TCGA-D1-A3JQ-01	TCGA-EO-A3KU-01	TCGA-EO-A3KW-01	TCGA-EO-A3KX-01	TCGA-EO-A3L0-01	TCGA-EY-A3L3-01	TCGA-EY-A3QX-01	TCGA-FI-A3PV-01	TCGA-FI-A3PX-01	TCGA-K6-A3WQ-01	TCGA-KJ-A3U4-01	TCGA-KP-A3VZ-01	TCGA-KP-A3W0-01	TCGA-KP-A3W1-01	TCGA-KP-A3W3-01	TCGA-KP-A3W4-01	TCGA-AJ-A4ZG-01	TCGA-AJ-A5DV-01	TCGA-AJ-A5DW-01	TCGA-AP-A5FX-01	TCGA-B5-A5OC-01	TCGA-BK-A4ZD-01	TCGA-BK-A56F-01	TCGA-EY-A4KR-01	TCGA-EY-A547-01	TCGA-EY-A548-01	TCGA-EY-A549-01	TCGA-EY-A54A-01	TCGA-PG-A5BC-01	TCGA-B5-A5OD-01	TCGA-B5-A5OE-01	TCGA-EY-A5W2-01	TCGA-PG-A6IB-01	TCGA-QF-A5YS-01	TCGA-QF-A5YT-01	TCGA-QS-A5YQ-01	TCGA-QS-A5YR-01	TCGA-SL-A6J9-01	TCGA-SL-A6JA-01	TCGA-A5-A7WJ-01	TCGA-A5-A7WK-01	TCGA-AJ-A6NU-01	TCGA-BK-A6W3-01	TCGA-BK-A6W4-01	TCGA-EY-A72D-01	TCGA-PG-A7D5-01	TCGA-QS-A744-01	TCGA-SJ-A6ZI-01	TCGA-SJ-A6ZJ-01	TCGA-4E-A92E-01	TCGA-5B-A90C-01	TCGA-AJ-A8CT-01	TCGA-AJ-A8CV-01	TCGA-AJ-A8CW-01	TCGA-E6-A8L9-01	TCGA-PG-A914-01	TCGA-PG-A915-01	TCGA-PG-A916-01	TCGA-PG-A917-01	TCGA-QS-A8F1-01	TCGA-2E-A9G8-01	TCGA-5S-A9Q8-01	TCGA-A5-AB3J-01	TCGA-JU-AAVI-01	TCGA-AP-A051-01	TCGA-AP-A052-01	TCGA-AP-A053-01	TCGA-AP-A056-01	TCGA-AP-A05A-01	TCGA-AP-A05D-01	TCGA-AP-A05H-01	TCGA-AP-A05J-01	TCGA-AP-A05N-01	TCGA-AX-A05S-01	TCGA-AX-A05T-01	TCGA-AX-A05U-01	TCGA-AX-A05W-01	TCGA-AX-A05Y-01	TCGA-AX-A05Z-01	TCGA-AX-A060-01	TCGA-AX-A062-01	TCGA-AX-A063-01	TCGA-AX-A064-01	TCGA-AX-A06B-01	TCGA-AX-A06F-01	TCGA-AX-A06J-01	TCGA-BK-A0C9-01	TCGA-BK-A0CC-01	TCGA-A5-A0G2-01	TCGA-A5-A0G3-01	TCGA-A5-A0G5-01	TCGA-A5-A0G9-01	TCGA-A5-A0GA-01	TCGA-A5-A0GB-01	TCGA-A5-A0GD-01	TCGA-A5-A0GE-01	TCGA-A5-A0GH-01	TCGA-A5-A0GI-01	TCGA-A5-A0GJ-01	TCGA-A5-A0GM-01	TCGA-A5-A0GN-01	TCGA-A5-A0GP-01	TCGA-A5-A0GU-01	TCGA-A5-A0GV-01	TCGA-A5-A0GW-01	TCGA-A5-A0GX-01	TCGA-AP-A054-01	TCGA-AP-A05P-01	TCGA-AP-A0L8-01	TCGA-AP-A0L9-01	TCGA-AP-A0LD-01	TCGA-AP-A0LG-01	TCGA-AP-A0LH-01	TCGA-AP-A0LI-01	TCGA-AP-A0LJ-01	TCGA-AP-A0LN-01	TCGA-AP-A0LO-01	TCGA-AP-A0LT-01	TCGA-AP-A0LV-01	TCGA-AX-A0IW-01	TCGA-AX-A0J1-01	TCGA-B5-A0JR-01	TCGA-B5-A0JZ-01	TCGA-B5-A0K0-01	TCGA-B5-A0K1-01	TCGA-B5-A0K3-01	TCGA-B5-A0K4-01	TCGA-B5-A0K6-01	TCGA-BG-A0LW-01	TCGA-BG-A0LX-01	TCGA-BG-A0M7-01	TCGA-BG-A0MC-01	TCGA-BG-A0MI-01	TCGA-BG-A0MO-01	TCGA-A5-A0R6-01	TCGA-A5-A0R7-01	TCGA-A5-A0R8-01	TCGA-A5-A0R9-01	TCGA-A5-A0RA-01	TCGA-A5-A0VP-01	TCGA-A5-A0VQ-01	TCGA-AP-A0LE-01	TCGA-AP-A0LL-01	TCGA-AP-A0LP-01	TCGA-AP-A0LQ-01	TCGA-AX-A0IU-01	TCGA-B5-A0JN-01	TCGA-B5-A0JS-01	TCGA-B5-A0JV-01	TCGA-B5-A0JY-01	TCGA-B5-A0K2-01	TCGA-B5-A0K7-01	TCGA-B5-A0K9-01	TCGA-BG-A0M0-01	TCGA-BG-A0M2-01	TCGA-BG-A0M3-01	TCGA-BG-A0M4-01	TCGA-BG-A0M6-01	TCGA-BG-A0M8-01	TCGA-BG-A0M9-01	TCGA-BG-A0MG-01	TCGA-BG-A0MQ-01	TCGA-BG-A0MS-01	TCGA-BG-A0MT-01	TCGA-BG-A0MU-01	TCGA-BG-A0RY-01	TCGA-BK-A0CB-01	TCGA-BS-A0TA-01	TCGA-BS-A0TC-01	TCGA-BS-A0TD-01	TCGA-BS-A0TE-01	TCGA-BS-A0TG-01	TCGA-BS-A0TI-01	TCGA-BS-A0TJ-01	TCGA-BS-A0U7-01	TCGA-BS-A0U8-01	TCGA-BS-A0UF-01	TCGA-BS-A0UJ-01	TCGA-BS-A0UT-01	TCGA-BS-A0UV-01	TCGA-A5-A0VO-01	TCGA-AX-A0J0-01	TCGA-BG-A0VZ-01	TCGA-BG-A0W1-01	TCGA-BG-A0W2-01	TCGA-BS-A0U5-01	TCGA-BS-A0UL-01	TCGA-BS-A0WQ-01	TCGA-AX-A0IS-01	TCGA-B5-A11E-01	TCGA-B5-A11F-01	TCGA-B5-A11I-01	TCGA-B5-A11V-01	TCGA-B5-A11X-01	TCGA-B5-A11Y-01	TCGA-B5-A11Z-01	TCGA-BG-A0VT-01	TCGA-BG-A0YU-01	TCGA-BG-A0YV-01	TCGA-BS-A0U9-01	TCGA-D1-A0ZP-01	TCGA-D1-A0ZR-01	TCGA-D1-A0ZU-01	TCGA-D1-A0ZV-01	TCGA-D1-A0ZZ-01	TCGA-D1-A101-01	TCGA-D1-A102-01	TCGA-D1-A103-01	TCGA-A5-A0G1-01	TCGA-A5-A0GG-01	TCGA-A5-A0GQ-01	TCGA-A5-A0GR-01	TCGA-AP-A059-01	TCGA-AP-A05O-01	TCGA-AP-A0LF-01	TCGA-AP-A0LM-01	TCGA-AX-A06D-01	TCGA-AX-A06H-01	TCGA-AX-A06L-01	TCGA-AX-A0IZ-01	TCGA-B5-A0JT-01	TCGA-B5-A11G-01	TCGA-B5-A11H-01	TCGA-B5-A11J-01	TCGA-B5-A11M-01	TCGA-B5-A11N-01	TCGA-B5-A11O-01	TCGA-B5-A11Q-01	TCGA-B5-A11R-01	TCGA-B5-A11S-01	TCGA-B5-A11U-01	TCGA-B5-A11W-01	TCGA-B5-A121-01	TCGA-BG-A0MH-01	TCGA-BG-A0VV-01	TCGA-BG-A0VW-01	TCGA-BG-A0VX-01	TCGA-BK-A0CA-01	TCGA-BK-A139-01	TCGA-BK-A13C-01	TCGA-BS-A0UA-01	TCGA-BS-A0V6-01	TCGA-BS-A0V7-01	TCGA-BS-A0V8-01	TCGA-D1-A0ZN-01	TCGA-D1-A0ZO-01	TCGA-D1-A0ZQ-01	TCGA-D1-A0ZS-01	TCGA-D1-A15V-01	TCGA-D1-A15W-01	TCGA-D1-A15X-01	TCGA-D1-A15Z-01	TCGA-D1-A160-01	TCGA-D1-A161-01	TCGA-D1-A162-01	TCGA-BG-A186-01	TCGA-BG-A187-01	TCGA-BG-A18A-01	TCGA-BG-A18B-01	TCGA-BG-A18C-01	TCGA-BS-A0T9-01	TCGA-D1-A163-01	TCGA-D1-A165-01	TCGA-D1-A167-01	TCGA-D1-A168-01	TCGA-D1-A169-01	TCGA-D1-A16B-01	TCGA-D1-A16D-01	TCGA-D1-A16E-01	TCGA-D1-A16F-01	TCGA-D1-A16G-01	TCGA-D1-A16I-01	TCGA-D1-A16J-01	TCGA-D1-A16N-01	TCGA-D1-A16O-01	TCGA-D1-A16Q-01	TCGA-D1-A16R-01	TCGA-D1-A16S-01	TCGA-D1-A16V-01	TCGA-D1-A16X-01	TCGA-D1-A16Y-01	TCGA-D1-A174-01	TCGA-D1-A175-01	TCGA-D1-A176-01	TCGA-D1-A177-01	TCGA-D1-A179-01	TCGA-D1-A17A-01	TCGA-D1-A17B-01	TCGA-D1-A17C-01	TCGA-D1-A17D-01	TCGA-D1-A17F-01	TCGA-D1-A17H-01	TCGA-D1-A17K-01	TCGA-D1-A17L-01	TCGA-D1-A17M-01	TCGA-D1-A17N-01	TCGA-D1-A17Q-01	TCGA-D1-A17R-01	TCGA-D1-A17S-01	TCGA-D1-A17T-01	TCGA-D1-A17U-01	TCGA-DI-A0WH-01	TCGA-BK-A139-02	
4292	MLH1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	195.7032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	241.2562	NaN	495.7002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	490.6496	489.2223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	801.8478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.3693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.8790	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	497.1576	NaN	942.5337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	720.7977	NaN	NaN	644.0554	NaN	NaN	59.8196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	548.5661	366.2207	56.4695	NaN	124.1901	NaN	NaN	124.6772	488.4438	1203.3021	590.2868	294.3470	1136.2565	428.4328	461.9778	NaN	NaN	551.5152	757.5490	697.4110	NaN	NaN	553.2727	NaN	30.4226	474.3224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	557.4747	318.0000	762.1968	1161.5184	591.9382	564.9980	499.1472	100.8311	1014.3921	683.3603	655.6882	763.2362	391.9964	1414.4677	766.4916	649.0798	575.2022	99.0415	42.3303	627.5337	74.3953	816.6512	451.9347	312.3578	1359.4281	1031.7460	635.5096	10.1570	378.4529	460.2236	447.8567	1148.3731	602.3637	665.6792	390.5997	372.3291	516.6445	307.6923	235.0801	430.2689	578.2920	704.9608	82.2581	1290.9091	1012.9994	438.5572	596.5285	564.0924	520.2465	813.3135	690.1517	704.7780	705.2506	844.4388	473.4272	24.4769	929.7125	1060.6191	27.8273	594.5193	1106.0507	281.0843	260.8117	936.0715	479.8339	7.3480	19.1105	472.9443	459.1480	545.6850	617.0960	571.6189	39.0381	438.9881	25.9422	531.9704	977.4011	550.2041	380.3724	15.6773	745.7777	605.5475	447.5524	669.9076	544.7298	778.4190	753.7974	727.0330	557.1854	509.8538	332.0482	468.4559	NaN	698.3625	744.2732	352.6570	209.1032	241.6060	631.8009	440.7595	11.4943	125.4721	394.0043	574.4243	722.8517	540.1259	513.7574	47.8032	124.8300	922.4304	649.4302	445.5840	111.6830	445.6903	19.1725	16.1105	622.1874	398.8458	858.1775	618.4292	726.6688	667.1863	872.2818	689.3657	677.0111	682.1494	1092.6222	632.0703	73.2703	53.6525	721.8574	677.9273	527.7667	674.7804	68.8347	220.1258	404.3321	253.0120	483.1461	412.5189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	283.6495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.7185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	487.9516	NaN	NaN	NaN	NaN	NaN	41.6820	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.1670	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	452.3364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	774.8470	
27030	MLH3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	124.9323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	326.1956	NaN	472.9730	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	333.6614	554.9331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	347.9935	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	462.1590	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	362.8510	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	395.8656	NaN	372.2246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	473.6467	NaN	NaN	321.6630	NaN	NaN	267.6778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	293.2470	243.0323	336.0168	NaN	486.6314	NaN	NaN	391.7837	428.3513	277.5990	342.4125	154.9708	205.0919	396.8947	521.6288	NaN	NaN	193.9394	583.7018	685.5448	NaN	NaN	313.4613	NaN	217.9648	412.9815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	429.4223	845.0000	302.2287	352.5292	453.8929	273.2150	268.3343	535.3753	282.8784	432.4179	412.8221	321.2374	345.6116	283.8944	354.0412	436.8098	501.8868	316.8264	609.2998	163.0117	400.2738	233.3289	241.7757	253.9803	408.0934	372.5198	314.2320	467.2207	398.1068	568.0102	268.7140	292.8416	449.1041	524.7765	486.2237	228.0983	465.5126	313.6803	293.3042	797.4984	385.2148	106.0052	274.1935	575.1391	317.6918	472.6623	284.8034	332.4045	494.2782	306.4336	340.4474	417.8006	352.8242	364.7815	412.5487	578.7604	420.1278	291.4875	384.9447	342.7775	447.2535	451.9741	452.4285	329.2481	466.1922	352.7054	361.2786	498.0618	554.8184	461.1982	241.2178	273.8175	565.8963	598.4269	308.3700	385.9393	479.8729	323.1525	288.9167	442.7648	366.0448	580.2599	467.1329	434.6135	417.1833	513.7565	552.0266	544.6154	566.4498	346.5536	237.1084	534.6811	NaN	425.9740	401.0829	400.2761	493.9162	592.9692	524.6731	206.9692	213.6886	394.0411	523.7076	343.3388	624.6754	263.5720	450.7270	420.8553	313.8974	409.6107	276.6803	394.3020	374.1637	419.7617	384.2316	528.7687	499.2552	388.5861	414.7513	545.6984	302.4203	502.3383	382.8484	352.6119	404.5339	502.2769	528.9127	391.5431	354.2177	320.2641	215.7598	470.2739	378.7455	379.6384	357.7236	330.1887	705.5183	399.3115	598.0025	354.4495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	442.6378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	622.4441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	255.6936	NaN	NaN	NaN	NaN	NaN	565.8429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	320.5652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	676.6355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	387.8516	
