GENE_ID	COMMON	TCGA-DI-A1BU-01	TCGA-EY-A1GX-01	TCGA-AX-A2IN-01	TCGA-EO-A22U-01	TCGA-AX-A3FZ-01	TCGA-JU-AAVI-01	TCGA-EO-A3AV-01	TCGA-BK-A13B-01	TCGA-AJ-A3QS-01	TCGA-4E-A92E-01	TCGA-KP-A3W4-01	TCGA-AJ-A2QM-01	TCGA-AX-A3G3-01	TCGA-BK-A4ZD-01	TCGA-EY-A547-01	TCGA-QS-A5YR-01	TCGA-B5-A3FD-01	TCGA-5B-A90C-01	TCGA-AJ-A3NF-01	TCGA-A5-A7WK-01	TCGA-A5-A3LO-01	TCGA-EO-A3KW-01	TCGA-DF-A2KV-01	TCGA-AJ-A3BG-01	TCGA-D1-A3DG-01	TCGA-EY-A2OQ-01	TCGA-QF-A5YS-01	TCGA-EO-A22X-01	TCGA-FI-A3PX-01	TCGA-EO-A3L0-01	TCGA-AJ-A3EL-01	TCGA-AJ-A3OJ-01	TCGA-PG-A7D5-01	TCGA-DI-A1C3-01	TCGA-EO-A3AS-01	TCGA-AJ-A23N-01	TCGA-AJ-A3TW-01	TCGA-B5-A5OD-01	TCGA-SJ-A6ZI-01	TCGA-AX-A3FW-01	TCGA-AX-A3G8-01	TCGA-DF-A2KN-01	TCGA-AP-A3K1-01	TCGA-KJ-A3U4-01	TCGA-BK-A6W3-01	TCGA-QF-A5YT-01	TCGA-DF-A2KY-01	TCGA-D1-A3DH-01	TCGA-AJ-A3BD-01	TCGA-AJ-A3OK-01	TCGA-EO-A3B1-01	TCGA-D1-A3JQ-01	TCGA-AJ-A6NU-01	TCGA-B5-A5OE-01	TCGA-AX-A3FT-01	TCGA-A5-A2K3-01	TCGA-B5-A0JN-01	TCGA-DI-A2QT-01	TCGA-AP-A5FX-01	TCGA-EY-A1GO-01	TCGA-DI-A2QY-01	TCGA-AJ-A3I9-01	TCGA-QS-A8F1-01	TCGA-B5-A3F9-01	TCGA-2E-A9G8-01	TCGA-PG-A917-01	TCGA-AJ-A3BI-01	TCGA-EY-A2OO-01	TCGA-AJ-A3EJ-01	TCGA-EO-A3AU-01	TCGA-B5-A11R-01	TCGA-BG-A3PP-01	TCGA-AX-A1C7-01	TCGA-AJ-A3IA-01	TCGA-B5-A1MS-01	TCGA-PG-A914-01	TCGA-B5-A3FA-01	TCGA-AX-A2H4-01	TCGA-AJ-A3NG-01	TCGA-AJ-A5DW-01	TCGA-AX-A3GB-01	TCGA-EY-A1GL-01	TCGA-EO-A1Y7-01	TCGA-SL-A6JA-01	TCGA-EY-A2OP-01	TCGA-EO-A22Y-01	TCGA-AJ-A3BF-01	TCGA-A5-A2K4-01	TCGA-AJ-A3EM-01	TCGA-AJ-A8CV-01	TCGA-AX-A05W-01	TCGA-EO-A3AZ-01	TCGA-B5-A5OC-01	TCGA-B5-A3FH-01	TCGA-AJ-A3OL-01	TCGA-AX-A3G7-01	TCGA-AX-A3FV-01	TCGA-KP-A3W0-01	TCGA-SL-A6J9-01	TCGA-PG-A915-01	TCGA-FI-A2EY-01	TCGA-SJ-A6ZJ-01	TCGA-DF-A2L0-01	TCGA-EY-A3L3-01	TCGA-AJ-A3BK-01	TCGA-A5-A7WJ-01	TCGA-B5-A0K9-01	TCGA-DF-A2KR-01	TCGA-DF-A2KZ-01	TCGA-A5-A2K7-01	TCGA-AJ-A2QO-01	TCGA-EO-A3B0-01	TCGA-AX-A3G1-01	TCGA-AX-A3G4-01	TCGA-AX-A3FS-01	TCGA-E6-A2P9-01	TCGA-EY-A3QX-01	TCGA-KP-A3W3-01	TCGA-EY-A548-01	TCGA-KP-A3VZ-01	TCGA-A5-AB3J-01	TCGA-EY-A72D-01	TCGA-BS-A0V4-01	TCGA-AJ-A3NE-01	TCGA-B5-A3FC-01	TCGA-PG-A5BC-01	TCGA-DF-A2KU-01	TCGA-EY-A210-01	TCGA-AJ-A3BH-01	TCGA-EO-A3KX-01	TCGA-BK-A139-02	TCGA-A5-A3LP-01	TCGA-QS-A744-01	TCGA-B5-A1MW-01	TCGA-EY-A5W2-01	TCGA-PG-A916-01	TCGA-AJ-A3EK-01	TCGA-B5-A3S1-01	TCGA-AJ-A8CT-01	TCGA-EY-A4KR-01	TCGA-BS-A0V7-01	TCGA-A5-A1OH-01	TCGA-B5-A0JR-01	TCGA-E6-A2P8-01	TCGA-5S-A9Q8-01	TCGA-AJ-A5DV-01	TCGA-AX-A3FX-01	TCGA-AX-A3G9-01	TCGA-EY-A549-01	TCGA-AJ-A3NH-01	TCGA-D1-A3DA-01	TCGA-D1-A2G0-01	TCGA-B5-A3FB-01	TCGA-PG-A6IB-01	TCGA-AX-A3GI-01	TCGA-EO-A3KU-01	TCGA-BK-A6W4-01	TCGA-EO-A3AY-01	TCGA-EY-A54A-01	TCGA-AX-A2HH-01	TCGA-K6-A3WQ-01	TCGA-A5-A2K5-01	TCGA-H5-A2HR-01	TCGA-AJ-A8CW-01	TCGA-D1-A3JP-01	TCGA-BG-A0MK-01	TCGA-A5-A2K2-01	TCGA-AX-A3G6-01	TCGA-BK-A56F-01	TCGA-EY-A2ON-01	TCGA-KP-A3W1-01	TCGA-FI-A3PV-01	TCGA-QS-A5YQ-01	TCGA-BG-A3EW-01	TCGA-EY-A1GP-01	TCGA-AJ-A3NC-01	TCGA-E6-A8L9-01	
4292	MLH1	-0.7846	0.9397	-1.1447	1.9683	1.3526	-0.2578	0.9853	-1.4469	1.3330	0.5715	-0.0858	0.1751	-0.3814	-0.7835	-1.4913	-1.1832	0.4902	1.8341	0.5962	0.3871	1.5892	-0.3567	0.2890	2.0461	2.8241	-0.3626	1.3106	-0.2089	0.1489	0.7673	2.0056	1.0707	0.5255	-0.0020	0.4036	0.3082	1.7357	0.1347	0.5937	-0.6621	-1.5041	-1.1432	-0.3252	0.7919	1.1130	0.4709	0.6417	0.8310	0.8178	-0.0705	1.6469	1.4797	-0.2999	0.0536	0.3020	0.1607	-0.0258	0.4698	-0.4419	-1.4902	0.2426	0.2084	-0.8496	0.1518	-0.2830	-1.3150	-0.1491	0.4281	0.0086	-1.2979	-1.2401	-0.1764	-0.9247	0.5209	-0.1144	0.5586	1.5935	-0.0677	0.6412	0.7626	-0.0720	-0.0175	0.0025	-1.4677	-1.4955	-0.1057	-0.1111	0.6185	0.3261	-1.3013	-0.6542	-0.5659	-0.8835	0.8210	-1.4514	-0.8036	1.8754	0.1872	-0.1558	0.0967	-0.5485	0.5557	-0.6213	0.3359	0.2112	-1.4771	-1.3985	-0.0243	-1.2737	-1.3530	-1.4331	2.6548	-0.0508	0.0625	-1.4411	-1.3965	-0.1501	-0.5053	-1.1408	0.7096	-0.0406	0.7085	-1.4025	0.9750	0.3714	0.6967	2.1746	1.3725	0.2941	-1.4785	0.8567	-0.1777	1.1564	0.4544	-1.3797	0.5489	-1.2165	0.2316	0.4175	-0.1710	-0.1353	2.4440	-1.3307	-1.2220	-0.7484	0.6214	-0.7245	-1.4679	-0.3148	0.6426	0.2521	-1.3427	0.5753	-1.1427	-0.2032	0.1657	0.3755	-0.1366	0.2402	0.6904	0.8677	-0.4002	0.1697	-1.3617	0.1096	-0.3209	0.8035	-0.5803	0.4167	0.1881	0.0416	0.5339	-0.1561	-1.4066	-0.0219	0.0735	0.6937	
27030	MLH3	-0.6889	-0.4783	0.8612	-1.8589	-0.6594	-0.4159	-1.5861	-0.8611	0.2187	1.0124	1.3255	-0.8119	-1.6367	1.8886	-1.7759	-0.2254	0.1481	1.2697	-0.5512	0.9832	-0.7710	-1.0491	-0.5322	-0.4344	-1.0976	0.0059	0.1171	-0.0058	0.1902	-0.3039	-1.0111	-0.3161	1.0130	0.7292	-2.2655	-1.0888	-1.0242	-1.2939	-0.4336	0.5264	-0.4327	-0.0552	0.8573	1.4930	0.1667	-1.1673	-2.8163	-0.4198	-0.9204	0.1454	-0.2413	0.7959	-0.0861	0.5143	-0.5287	-1.0072	-1.3700	0.3798	0.0269	-0.3347	1.0086	-0.6289	-0.6503	0.6155	2.9760	-0.3843	-1.2442	-0.8045	-1.2479	0.0268	-0.7433	1.9413	-2.6334	1.2298	1.5200	0.7032	-1.1074	0.1496	0.1962	0.0347	0.9716	-0.6167	-0.0157	-0.1281	0.6737	1.1993	1.6475	2.7831	0.4986	-0.4181	0.4362	-1.3866	0.9316	-0.7368	1.7513	-1.0067	0.4808	1.6324	0.2151	-0.1812	4.3237	0.0680	-2.3432	1.7658	-1.2008	1.2683	1.6265	0.2981	-1.1913	-0.5940	-1.7346	0.1024	0.6637	0.6572	-0.1213	2.0464	0.6728	-1.5496	-0.0334	1.4214	1.9372	-0.9186	0.6248	-0.8798	-1.5099	2.1949	-1.1584	-0.2442	0.5449	0.4374	-0.0932	0.7262	-0.1415	-0.7327	0.2257	-0.1725	1.3322	-1.1949	-0.0575	-1.8408	2.6970	1.7163	2.1734	-0.7794	0.0176	0.2752	0.5308	-0.3499	1.2194	-0.4316	-0.1186	-1.2543	0.3374	-0.8077	3.8647	-0.7183	1.4319	-1.5045	-0.5232	0.7358	1.1233	-1.4924	-1.9667	-0.7462	-0.1116	-0.5013	1.7991	-0.8098	1.2288	0.3085	-0.4922	0.3586	-0.0308	1.6270	1.5211	0.9351	-1.7559	
4436	MSH2	1.1935	-0.4168	1.8860	0.7724	2.9642	-1.2109	-1.4334	-0.2682	0.6896	-0.1200	0.3144	0.5813	-0.8987	2.0289	0.1332	-0.8142	0.3539	2.5782	1.0976	0.1220	2.7469	0.1931	-1.0643	-1.4941	0.6450	0.7948	-1.1152	0.2068	2.5678	-0.4251	-0.5638	-0.2284	1.3478	-1.2421	-0.6490	1.6362	1.8101	-0.3295	-0.5473	0.1885	-1.2493	-0.2711	0.6854	1.2751	0.2647	-0.2074	-0.6729	2.0763	0.1227	-1.1216	1.7166	0.6471	0.0591	-0.1166	-1.4442	-1.2437	0.7416	-0.8912	-0.8684	0.2433	-0.2687	0.6173	-1.4157	0.0721	2.0430	0.4549	-1.5387	-0.3864	1.5583	0.5614	0.4141	0.7254	-1.5291	0.3872	0.6637	1.0239	-0.0187	0.8992	1.5491	1.0706	-0.8142	-1.1995	-0.8223	-0.9349	0.3445	-0.2700	0.6996	0.6612	2.1313	-0.3140	-0.6099	-1.6766	0.2388	-0.2696	1.2582	-1.4034	0.3146	2.2611	0.0301	0.3450	-1.3048	-0.6814	-1.4696	1.3296	-0.4920	0.5614	0.2853	-0.1869	-1.3723	0.2788	1.1678	0.1732	-0.2433	-0.3417	1.3252	0.6246	0.8155	0.5562	-0.2813	1.2931	-0.7584	1.0097	-2.0269	-0.7546	0.3236	0.8414	-0.8394	0.4063	0.5580	0.3338	0.3997	0.1876	0.6170	0.6275	-0.8406	-0.3744	1.9898	1.7366	-1.6229	-0.4692	-2.0148	3.0457	0.0095	0.1692	-1.3136	-0.0891	-0.7210	-0.0713	2.1836	1.4923	-0.3585	-0.5921	-0.0871	0.6799	1.3675	2.0438	-0.3840	-1.3155	1.5924	1.7237	1.0090	-1.2180	-1.0145	0.5033	-0.3284	-1.0088	0.7005	0.5561	-0.0769	0.8593	-0.3996	1.4332	-0.9350	0.2110	0.2009	-0.0897	0.4388	
4437	MSH3	-0.9678	0.5984	-1.1261	0.2864	-1.1262	-1.4785	-0.5943	-1.2364	0.1819	0.6315	1.1143	0.0863	-0.1092	-1.1756	0.4904	-0.9875	-0.6832	-0.0572	-0.3558	-0.5889	-0.3574	0.8221	-0.7346	-0.3281	0.9294	1.2551	-0.4401	-0.5427	-0.6867	-0.5820	-0.0414	1.3029	0.3505	0.0676	-1.7381	-0.3427	-1.0406	-1.0796	0.1337	0.9973	-1.3194	0.0688	0.0904	1.1385	0.2866	0.2145	-0.4595	-0.3772	-0.5173	1.8543	-0.5548	0.9404	0.9546	-1.6889	-0.1861	-1.7859	-0.7560	0.0290	-0.4227	-0.3555	-0.7851	1.0185	-1.2403	0.0201	-1.9680	-0.2687	-1.1547	-0.6179	-0.4620	-0.6227	0.2381	-0.5793	-1.4954	-1.6731	0.3264	-0.4956	0.2406	-0.7069	1.8642	2.3465	-1.2184	0.4120	0.6280	-0.3251	0.2148	-0.5065	0.7388	0.7440	-0.6540	-0.3808	-0.8934	-1.5029	0.1078	0.2372	0.7540	-0.9259	-0.7732	-0.3183	-1.2160	-0.0111	-1.4186	-0.4743	-1.2454	3.0479	-1.7796	0.8166	0.0701	-1.7224	-0.9102	0.3503	1.0871	-0.8201	0.2113	-1.0569	0.0253	0.8746	-1.2406	-1.6677	-1.3799	-0.3430	0.1730	-1.1910	0.6604	0.7411	-0.6401	-0.5643	-0.9638	0.1296	1.7821	-1.1595	-0.0946	-0.7954	0.2825	-0.0086	-0.1377	1.7272	-0.0406	-0.1046	4.2513	-0.4251	-1.7135	-0.2726	-1.5233	-0.4328	0.1577	0.3721	-0.6243	-0.7533	-2.2312	-1.1546	0.5487	0.1526	1.1700	-0.7886	-0.1940	0.6353	0.7322	-0.9389	0.4222	-0.2259	0.0220	-0.4687	0.1024	-0.7910	-0.5635	1.5984	0.4421	0.0802	0.0685	-0.1198	-1.6761	-0.3043	-0.3686	-0.0423	-1.3148	1.0352	-0.7874	
2956	MSH6	0.0058	-0.6572	1.7626	0.5368	2.4071	0.1100	-1.0845	-0.3782	0.8510	-0.3883	-0.1804	0.3972	0.0401	-0.2334	2.2063	-0.7018	0.8655	0.5599	1.2684	1.2699	2.1931	-0.1492	-0.8214	-1.5521	3.2200	1.4012	0.3302	1.9719	1.2808	-0.4710	0.8190	-0.9192	2.2984	-1.2679	-0.3527	1.2602	1.2507	-0.3274	-0.9833	-0.6104	0.2195	-0.7362	0.2851	0.8498	-0.7821	-0.0245	-0.1607	0.7580	0.5898	-1.6393	0.4723	1.2969	0.4571	1.0912	-0.2480	-1.5813	-0.1797	-0.7240	-1.0838	1.0440	-0.5016	0.3863	-0.3144	-0.2909	1.5700	-0.8645	-0.0671	-0.2631	0.8210	0.3359	0.3287	0.4017	3.6020	2.4721	1.6048	0.5041	-0.1841	-0.1907	0.5925	0.5945	-1.4072	-1.2157	-0.9608	-0.2941	0.1949	-0.7582	1.1180	0.1935	2.0289	-0.6708	-0.7539	-1.0941	-1.0661	0.0131	1.7685	-0.1798	0.6536	0.9313	0.9219	0.4305	-0.9825	-0.6372	-0.8331	0.6835	0.3977	0.3411	0.3395	0.2520	-1.6164	0.3288	-0.5195	2.1297	-0.2340	-0.0513	0.8233	-0.2039	1.5873	0.4586	-0.8171	3.4614	-0.5358	2.0307	-1.5296	-2.1153	-0.8083	0.6144	-0.7131	1.3638	-0.5618	-1.0068	-0.2512	0.9405	0.4466	-0.0127	-0.7965	-0.7673	0.4754	1.7621	-1.4358	0.4735	-0.9823	2.2760	-0.6543	0.1151	-1.2012	-0.1725	-0.8691	-0.5664	-1.4594	1.4816	-0.2675	0.4111	-0.5118	2.1766	2.2687	0.8683	0.4250	-0.9453	0.2268	1.1143	1.2345	-0.4358	0.2699	-0.0462	-0.5374	-1.4225	0.1846	1.0078	-0.0084	0.0381	-1.1457	-0.3522	-0.8151	0.6434	0.2581	-0.6418	1.4561	
5111	PCNA	0.9044	-0.4569	3.4032	0.9893	3.3609	0.4494	0.7699	-0.5358	-0.4563	-1.0314	-0.6937	-0.3257	0.0541	-0.3650	-0.1212	-0.2448	1.7253	0.5861	-0.2826	0.1001	1.8115	-0.0391	-0.4095	-0.3766	3.7106	-0.4687	1.1793	0.7527	0.7100	0.3151	0.7813	0.0434	0.0460	-1.3473	-0.1698	-0.3100	1.2712	0.6045	-0.5723	0.4003	-0.0710	0.2769	-0.9023	-0.4853	0.0803	0.9574	0.1382	0.9538	-0.8970	-1.4386	0.2118	-0.8053	-0.8619	0.2745	0.7922	1.8826	-0.1252	-0.6245	-1.2983	0.1351	-0.8656	1.5205	-1.7090	-0.2030	-0.6911	-0.2944	-0.0608	-1.1286	-0.3567	0.2249	-0.4508	-0.6159	-0.0570	0.6476	-1.3110	0.8628	-0.3404	-0.6041	0.2606	-0.0456	-1.1077	-1.0702	-0.2095	0.0071	0.4242	-0.5056	-0.2971	-0.5103	1.8123	-0.3086	-0.7624	-1.0589	-0.3001	-0.0103	1.3275	-0.6594	3.3134	-0.3374	1.0992	0.0305	-0.6026	-0.2286	-0.4965	0.7474	0.0167	0.8485	-0.6492	-1.1520	-0.8321	1.7401	0.2009	1.7201	-0.0617	-1.1732	1.5416	-0.3165	0.8089	0.4902	-0.4079	3.5484	-1.1382	-0.4991	-1.7700	0.4766	0.4867	-0.9927	1.1257	0.5021	-0.6119	1.0983	0.6298	-0.8085	0.1969	0.0396	0.7936	-0.7883	0.7550	-0.3932	-1.4032	-0.4770	-1.8013	0.8663	0.3610	0.3816	-0.9895	-0.3097	-0.7945	0.8148	-1.0162	0.4746	-1.0966	2.1322	-0.3549	2.2901	0.2641	0.0662	-0.9233	0.0751	0.8966	-0.1690	-0.4500	0.0155	-0.0129	0.4593	-1.1605	-1.4628	-0.4062	0.4369	-0.3888	-0.7822	1.7571	-0.2874	-0.6234	-0.6559	-0.1975	-0.7735	-0.7196	
5395	PMS2	1.3735	1.3385	-0.2990	-0.2735	1.8715	-0.1787	-1.5205	-1.0749	-0.1288	-0.8333	-0.5322	0.7082	-0.4521	-2.0229	-0.1252	0.4729	1.0901	-0.1554	0.3143	0.2468	0.4383	-1.5333	0.5323	-0.8487	2.0659	-2.1392	1.6439	0.2565	1.6154	-0.4155	0.0633	-0.1384	-1.5476	1.3290	-0.7156	-1.8395	0.3076	0.5234	-0.6861	-0.3565	-0.2164	-0.9815	-0.8814	0.7092	-0.7735	-0.4695	-2.6305	2.2057	0.3547	-0.6174	0.5642	2.0876	0.1317	1.7817	0.5935	-1.1400	-0.6385	2.4567	-0.0673	0.3447	-0.7080	0.1060	3.2249	0.0261	1.4578	-0.6111	2.6509	0.0715	0.1810	-1.6177	-1.1554	-0.3060	-1.8929	-0.3392	1.7853	0.9812	0.2547	-1.3965	2.1201	0.1090	-0.4235	-0.0006	0.9005	0.2193	0.2745	-0.0254	3.6365	0.2816	1.4128	-0.6263	1.3502	-0.1210	-0.1214	-0.4657	0.5993	0.7778	-0.2777	-1.5700	-0.1396	-0.0172	2.0836	-0.0453	-0.2634	0.5949	0.0141	-1.1207	-1.0525	-2.2047	-0.5984	-0.4867	-0.2103	0.4946	-1.0589	1.1592	0.3445	0.1243	-0.6545	-0.9215	-0.7725	-1.4165	-0.4799	2.3651	0.5471	-0.9020	-2.5992	-2.0701	1.1812	-0.3569	-1.2208	1.1241	1.4822	0.0969	-0.5925	0.0772	1.0604	-1.1484	-0.2970	-0.2669	-1.6086	-1.4037	0.9275	-0.8338	1.2713	0.5715	0.3862	-0.4361	1.7187	-1.2799	1.5132	3.3661	-0.6673	1.9799	-0.1188	1.2839	-0.1790	-0.7073	-0.3763	0.7645	-0.6057	0.5431	3.1841	1.9199	2.7941	-0.7701	1.5249	-1.1918	1.7854	1.6782	-0.1947	1.3601	-0.2115	-1.5967	0.8185	0.8077	-0.4970	-1.2231	-0.1423	
5981	RFC1	0.5050	-0.0354	1.0905	1.8954	0.3900	-1.7475	-1.4007	-0.8478	1.4972	0.0994	-0.4349	1.5150	-0.9543	1.4288	-1.2310	-0.9695	0.8825	-0.4276	0.4884	0.3981	-0.3514	1.5824	-1.0586	0.1339	5.4620	1.3490	0.1677	1.6423	-0.0690	0.2849	0.0564	-0.1078	0.4737	-1.7433	-1.1507	1.5986	-0.9094	-0.8005	0.2048	-0.5491	-0.9640	-0.1428	-2.1893	1.4091	0.8793	-0.4029	-0.8136	1.5966	-0.4197	-0.6110	1.3064	0.5228	3.6768	-1.5796	-0.6638	-1.1950	1.3295	-1.2403	-1.6786	-0.0298	-1.9178	0.3961	-2.3340	-0.0605	1.5005	-0.1867	-0.8090	0.1020	-0.6764	0.6347	0.1417	-0.6831	-0.8051	-1.4242	1.3790	0.6232	0.3828	-1.1381	1.9544	1.7952	-1.3724	-1.1465	-0.8891	-0.0584	-0.0183	-0.5621	0.9822	-0.8118	1.0358	-0.9128	-1.9693	-1.9414	-0.0439	-0.0688	1.2632	-0.9242	-0.6379	-1.1161	-0.0719	0.8845	-1.7372	-1.1463	-2.0551	0.4473	-0.9586	0.4675	-0.2013	0.2919	-0.7991	-0.0535	-0.1425	0.4154	0.8543	-0.4266	2.3008	-0.0315	-0.9662	-1.0790	-0.5836	0.3094	-0.2555	1.0920	-2.3764	0.9893	0.4974	-0.8508	-0.0929	0.3714	0.6218	0.2286	1.1416	-0.4033	0.4287	1.1577	-0.5934	-0.7498	1.5454	1.0431	-1.1964	1.3455	-1.8402	-0.3876	-0.7527	0.3592	-1.6602	-0.0184	-1.6344	0.0063	-0.7088	-0.3416	-0.1920	0.5390	-0.2656	0.3504	1.4756	1.1028	1.1746	-0.8441	2.0746	0.1300	-1.1286	-0.8198	-0.2146	0.4458	-0.4328	-1.0929	-0.6269	0.0236	0.5095	-0.6880	-1.8747	0.2645	-0.6967	0.2217	-0.9270	0.0529	-0.8122	
