GENE_ID	COMMON	TCGA-HQ-A5ND-01	TCGA-GU-A766-01	TCGA-H4-A2HQ-01	TCGA-KQ-A41P-01	TCGA-UY-A9PF-01	TCGA-E7-A7DU-01	TCGA-XF-A8HF-01	TCGA-FD-A5BV-01	TCGA-XF-AAMR-01	TCGA-XF-AAN3-01	TCGA-GC-A3RB-01	TCGA-GV-A6ZA-01	TCGA-4Z-AA81-01	TCGA-ZF-A9R3-01	TCGA-GV-A3QK-01	TCGA-DK-A1AE-01	TCGA-R3-A69X-01	TCGA-XF-AAMG-01	TCGA-YC-A9TC-01	TCGA-G2-AA3D-01	TCGA-GU-A42R-01	TCGA-DK-A3IV-01	TCGA-PQ-A6FI-01	TCGA-XF-A9SY-01	TCGA-BT-A20Q-01	TCGA-LT-A5Z6-01	TCGA-DK-A6B5-01	TCGA-DK-A3IK-01	TCGA-FD-A3N6-01	TCGA-FD-A3NA-01	TCGA-G2-A3VY-01	TCGA-FD-A6TH-01	TCGA-DK-AA6M-01	TCGA-XF-A9SZ-01	TCGA-FD-A43S-01	TCGA-BT-A20R-01	TCGA-2F-A9KW-01	TCGA-GV-A3JV-01	TCGA-ZF-AA4T-01	TCGA-KQ-A41O-01	TCGA-G2-A2ES-01	TCGA-BT-A42E-01	TCGA-G2-AA3C-01	TCGA-XF-AAMQ-01	TCGA-XF-AAN2-01	TCGA-XF-A9T0-01	TCGA-DK-AA6X-01	TCGA-ZF-AA4U-01	TCGA-ZF-AA56-01	TCGA-DK-A3IM-01	TCGA-XF-A9SM-01	TCGA-MV-A51V-01	TCGA-E7-A97Q-01	TCGA-HQ-A2OF-01	TCGA-FJ-A3ZF-01	TCGA-XF-A9SX-01	TCGA-E7-A4IJ-01	TCGA-KQ-A41Q-01	TCGA-FD-A3SR-01	TCGA-CU-A72E-01	TCGA-BT-A42C-01	TCGA-GV-A3JX-01	TCGA-5N-A9KM-01	TCGA-ZF-A9R4-01	TCGA-FD-A6TG-01	TCGA-4Z-AA7O-01	TCGA-4Z-AA80-01	TCGA-GV-A40G-01	TCGA-DK-A1AD-01	TCGA-GC-A6I3-01	TCGA-GV-A3JW-01	TCGA-CF-A9FH-01	TCGA-FD-A3SS-01	TCGA-XF-AAN1-01	TCGA-FD-A5BX-01	TCGA-FD-A62N-01	TCGA-ZF-A9R5-01	TCGA-4Z-AA7N-01	TCGA-DK-A3IL-01	TCGA-UY-A78P-01	TCGA-G2-A3IE-01	TCGA-DK-A2I2-01	TCGA-GC-A3I6-01	TCGA-4Z-AA7Y-01	TCGA-XF-A8HG-01	TCGA-DK-A6B6-01	TCGA-XF-AAME-01	TCGA-UY-A9PE-01	TCGA-BT-A2LD-01	TCGA-DK-A3WW-01	TCGA-FD-A43U-01	TCGA-DK-A1AB-01	TCGA-4Z-AA89-01	TCGA-C4-A0EZ-01	TCGA-CF-A47S-01	TCGA-DK-A6AV-01	TCGA-DK-A1A7-01	TCGA-BT-A20T-01	TCGA-ZF-AA52-01	TCGA-FD-A6TF-01	TCGA-BT-A3PK-01	TCGA-XF-AAN0-01	TCGA-FD-A5BS-01	TCGA-BT-A2LB-01	TCGA-XF-A8HI-01	TCGA-C4-A0F0-01	TCGA-CF-A3MF-01	TCGA-UY-A8OD-01	TCGA-FD-A62O-01	TCGA-XF-A9T2-01	TCGA-GV-A3QH-01	TCGA-K4-A5RI-01	TCGA-DK-A3WY-01	TCGA-ZF-A9R0-01	TCGA-DK-A2I1-01	TCGA-UY-A78O-01	TCGA-FD-A5BT-01	TCGA-G2-A2EF-01	TCGA-DK-A3IS-01	TCGA-XF-A8HH-01	TCGA-2F-A9KT-01	TCGA-C4-A0F1-01	TCGA-XF-A9T3-01	TCGA-GV-A3QI-01	TCGA-K4-A5RJ-01	TCGA-BT-A20J-01	TCGA-ZF-A9R1-01	TCGA-DK-A3WX-01	TCGA-SY-A9G0-01	TCGA-FD-A3SL-01	TCGA-DK-A1AC-01	TCGA-DK-AA6P-01	TCGA-DK-AA71-01	TCGA-FD-A3B8-01	TCGA-ZF-AA5H-01	TCGA-CF-A47T-01	TCGA-YF-AA3L-01	TCGA-G2-AA3F-01	TCGA-E7-A97P-01	TCGA-ZF-A9RF-01	TCGA-YC-A8S6-01	TCGA-CU-A0YR-01	TCGA-BT-A0S7-01	TCGA-FD-A6TE-01	TCGA-4Z-AA7M-01	TCGA-G2-A3IB-01	TCGA-BT-A3PJ-01	TCGA-GC-A6I1-01	TCGA-BT-A2LA-01	TCGA-E7-A3Y1-01	TCGA-UY-A8OC-01	TCGA-CF-A3MG-01	TCGA-GU-A42Q-01	TCGA-DK-A3IU-01	TCGA-FD-A62P-01	TCGA-CF-A9FF-01	TCGA-GU-AATQ-01	TCGA-XF-A9SP-01	TCGA-GV-A3QG-01	TCGA-GU-A767-01	TCGA-DK-AA6R-01	TCGA-FD-A3B6-01	TCGA-DK-A1AA-01	TCGA-K4-A54R-01	TCGA-4Z-AA7W-01	TCGA-UY-A78N-01	TCGA-DK-A6AW-01	TCGA-FD-A3SJ-01	TCGA-CU-A3QU-01	TCGA-GD-A6C6-01	TCGA-DK-A1A6-01	TCGA-GC-A3RC-01	TCGA-E7-A7DV-01	TCGA-CF-A8HY-01	TCGA-BT-A20U-01	TCGA-ZF-AA4R-01	TCGA-ZF-AA53-01	TCGA-LC-A66R-01	TCGA-DK-AA6Q-01	TCGA-4Z-AA87-01	TCGA-ZF-AA54-01	TCGA-FD-A3B7-01	TCGA-UY-A9PH-01	TCGA-KQ-A41N-01	TCGA-BL-A5ZZ-01	TCGA-GC-A3RD-01	TCGA-CF-A8HX-01	TCGA-XF-AAMX-01	TCGA-BT-A20V-01	TCGA-E7-A677-01	TCGA-S5-A6DX-01	TCGA-FD-A6TD-01	TCGA-LT-A8JT-01	TCGA-FD-A5BU-01	TCGA-G2-A2EO-01	TCGA-GU-A42P-01	TCGA-UY-A8OB-01	TCGA-DK-A3IT-01	TCGA-CF-A3MH-01	TCGA-E7-A6MF-01	TCGA-ZF-A9R2-01	TCGA-GV-A40E-01	TCGA-E7-A85H-01	TCGA-E7-A4XJ-01	TCGA-FD-A3B5-01	TCGA-ZF-A9RC-01	TCGA-BT-A20W-01	TCGA-XF-A9SI-01	TCGA-UY-A78M-01	TCGA-GD-A3OQ-01	TCGA-2F-A9KR-01	TCGA-DK-A3IQ-01	TCGA-ZF-A9RN-01	TCGA-XF-A9ST-01	TCGA-XF-A9T5-01	TCGA-GD-A76B-01	TCGA-E7-A7PW-01	TCGA-K4-A3WS-01	TCGA-DK-AA6S-01	TCGA-DK-AA74-01	TCGA-BT-A0YX-01	TCGA-DK-A3X1-01	TCGA-K4-A6MB-01	TCGA-CF-A47V-01	TCGA-CU-A3YL-01	TCGA-FD-A3SN-01	TCGA-E7-A6MD-01	TCGA-FJ-A3Z7-01	TCGA-FD-A5C1-01	TCGA-E7-A3X6-01	TCGA-XF-AAMW-01	TCGA-XF-AAN8-01	TCGA-GU-AATP-01	TCGA-S5-AA26-01	TCGA-ZF-AA4N-01	TCGA-FD-A6TC-01	TCGA-FD-A3SO-01	TCGA-CU-A0YO-01	TCGA-XF-AAML-01	TCGA-UY-A9PA-01	TCGA-PQ-A6FN-01	TCGA-E7-A6ME-01	TCGA-G2-A2EC-01	TCGA-DK-A2HX-01	TCGA-GC-A3WC-01	TCGA-CF-A3MI-01	TCGA-YC-A89H-01	TCGA-ZF-A9R9-01	TCGA-DK-A1A5-01	TCGA-FT-A61P-01	TCGA-FD-A6TB-01	TCGA-4Z-AA86-01	TCGA-FD-A43X-01	TCGA-E7-A7XN-01	TCGA-UY-A78L-01	TCGA-ZF-AA5P-01	TCGA-E7-A8O8-01	TCGA-BL-A13I-01	TCGA-FT-A3EE-01	TCGA-GV-A3QF-01	TCGA-GC-A3YS-01	TCGA-E7-A678-01	TCGA-C4-A0F7-01	TCGA-XF-AAMY-01	TCGA-FD-A5BR-01	TCGA-CF-A1HR-01	TCGA-G2-A2EL-01	TCGA-FD-A3SM-01	TCGA-XF-AAN7-01	TCGA-DK-A1A3-01	TCGA-K4-A5RH-01	TCGA-BT-A20X-01	TCGA-K4-A3WU-01	TCGA-GD-A3OP-01	TCGA-FD-A62S-01	TCGA-K4-A6FZ-01	TCGA-ZF-A9RD-01	TCGA-DK-A6B0-01	TCGA-CF-A5U8-01	TCGA-XF-A8HB-01	TCGA-UY-A78K-01	TCGA-FD-A3B3-01	TCGA-DK-A3X2-01	TCGA-BT-A3PH-01	TCGA-E5-A4TZ-01	TCGA-E7-A519-01	TCGA-YF-AA3M-01	TCGA-DK-A6B1-01	TCGA-ZF-A9RE-01	TCGA-BT-A20N-01	TCGA-GU-AATO-01	TCGA-E7-A541-01	TCGA-XF-A9SH-01	TCGA-FD-A3B4-01	TCGA-CF-A9FM-01	TCGA-XF-AAMZ-01	TCGA-CU-A0YN-01	TCGA-XF-A9T4-01	TCGA-ZF-AA51-01	TCGA-DK-AA6T-01	TCGA-DK-AA75-01	TCGA-FD-A6TA-01	TCGA-K4-A3WV-01	TCGA-FD-A3SQ-01	TCGA-GC-A3BM-01	TCGA-K4-A4AC-01	TCGA-BL-A3JM-01	TCGA-XF-AAMJ-01	TCGA-CF-A7I0-01	TCGA-XF-A8HC-01	TCGA-GU-A763-01	TCGA-4Z-AA7S-01	TCGA-4Z-AA84-01	TCGA-5N-A9KI-01	TCGA-DK-A3IN-01	TCGA-CF-A1HS-01	TCGA-HQ-A2OE-01	TCGA-CU-A3KJ-01	TCGA-FD-A6TK-01	TCGA-DK-AA77-01	TCGA-SY-A9G5-01	TCGA-ZF-AA4V-01	TCGA-GD-A3OS-01	TCGA-CF-A9FL-01	TCGA-E7-A5KF-01	TCGA-GU-A764-01	TCGA-CF-A47Y-01	TCGA-CF-A27C-01	TCGA-H4-A2HO-01	TCGA-CF-A5UA-01	TCGA-KQ-A41R-01	TCGA-UY-A9PD-01	TCGA-XF-AAMT-01	TCGA-XF-AAN5-01	TCGA-ZF-A9RL-01	TCGA-CU-A5W6-01	TCGA-4Z-AA7R-01	TCGA-4Z-AA83-01	TCGA-DK-AA6U-01	TCGA-DK-AA76-01	TCGA-ZF-AA4W-01	TCGA-ZF-AA58-01	TCGA-FD-A5BY-01	TCGA-DK-A6B2-01	TCGA-C4-A0F6-01	TCGA-XF-A9SL-01	TCGA-2F-A9KO-01	TCGA-G2-A2EK-01	TCGA-DK-A2I6-01	TCGA-E5-A4U1-01	TCGA-FD-A43P-01	TCGA-XF-A9T8-01	TCGA-XF-A9SW-01	TCGA-K4-A83P-01	TCGA-FJ-A3ZE-01	TCGA-BT-A20O-01	TCGA-CF-A47W-01	TCGA-GC-A3OO-01	TCGA-BT-A42F-01	TCGA-DK-A1AF-01	TCGA-UY-A9PB-01	TCGA-FD-A5BZ-01	TCGA-G2-AA3B-01	TCGA-FD-A5C0-01	TCGA-ZF-A9R7-01	TCGA-K4-AAQO-01	TCGA-FD-A43Y-01	TCGA-FJ-A871-01	TCGA-BT-A20P-01	TCGA-DK-AA6W-01	TCGA-E7-A5KE-01	TCGA-XF-A9SJ-01	TCGA-ZF-AA5N-01	TCGA-DK-A2I4-01	TCGA-HQ-A5NE-01	TCGA-BL-A0C8-01	TCGA-K4-A4AB-01	TCGA-2F-A9KQ-01	TCGA-XF-A8HE-01	TCGA-FD-A3N5-01	TCGA-XF-AAN4-01	TCGA-XF-A9SU-01	TCGA-XF-A9T6-01	TCGA-E5-A2PC-01	TCGA-FD-A43N-01	TCGA-XF-AAMH-01	TCGA-BL-A13J-01	TCGA-E7-A8O7-01	TCGA-XF-A9SK-01	TCGA-G2-A2EJ-01	TCGA-2F-A9KP-01	TCGA-XF-A9SV-01	TCGA-GD-A2C5-01	TCGA-CF-A47X-01	TCGA-GC-A4ZW-01	TCGA-GV-A3JZ-01	TCGA-DK-A1AG-01	TCGA-FD-A3SP-01	TCGA-KQ-A41S-01	TCGA-ZF-A9RM-01	TCGA-FJ-A3Z9-01	TCGA-XF-A8HD-01	TCGA-DK-AA6L-01	TCGA-FD-A6TI-01	TCGA-GU-A762-01	TCGA-4Z-AA7Q-01	TCGA-4Z-AA82-01	TCGA-ZF-AA4X-01	
1058	CENPA	1.0524	0.7975	-0.1189	0.3265	-1.1774	-1.0908	0.0274	-0.1242	-0.8299	-0.6803	2.6057	0.5667	0.7423	-0.9102	-0.7076	-0.0534	-0.4373	3.7605	0.1745	-0.4022	-0.5176	-0.7036	2.1207	1.1143	-1.1038	1.8170	0.5867	-1.0381	0.1193	1.5728	1.5851	2.7895	1.3704	-0.0190	-1.1960	0.4455	-0.3278	-1.0105	1.7290	0.2513	0.1407	1.6912	1.2594	-0.7244	0.4142	-0.1641	0.0525	-0.6382	0.4049	1.3327	1.3507	-0.3936	-0.1953	-0.1745	0.9583	0.2280	-0.1225	-0.0410	-0.1298	0.1106	-0.2685	1.3161	-1.0789	-0.9563	-0.5692	-0.1714	-0.6195	0.5009	-0.8109	-0.6812	-0.3495	-0.6135	2.8446	-0.8647	-0.3761	0.4310	-1.3163	-1.1253	-0.1379	0.6117	-0.8447	0.8595	0.4048	-0.4939	-1.0089	-0.7871	-0.0719	-0.7286	3.5899	0.0827	-0.7036	-0.4347	-0.7912	5.0729	-1.3737	0.9722	-0.0783	-0.4560	-0.3519	0.5458	0.3062	-0.2800	-0.5441	-0.1972	-0.9399	1.2710	-1.3788	0.5331	-0.9118	-0.0673	1.0394	0.6091	1.4850	-1.0493	-0.1612	-0.7174	-0.3314	2.0882	0.5713	-0.9509	0.6855	0.2123	0.3086	0.8300	1.1564	1.6812	-0.1838	0.4732	-1.2445	-0.8900	0.1165	-0.4156	-0.6299	-0.2873	0.4346	-0.3799	-0.5904	-0.6758	0.0947	3.0551	-1.1698	1.2429	0.1214	1.6696	0.1624	0.3567	2.6260	1.4112	2.5303	-1.1763	-0.8162	-0.2990	0.8100	-0.3095	0.5533	-0.5282	1.1028	-0.0792	-0.0214	0.0842	1.0557	1.1629	-1.2192	0.4913	2.3727	1.1224	-1.0211	-0.0506	0.2425	2.7130	0.8736	0.0354	2.5787	-0.6122	-0.0060	3.4897	1.6904	0.9844	0.7245	0.0723	1.1214	0.0875	-0.4420	-0.3465	0.3145	-0.6420	-0.6320	0.9005	2.0472	-0.7591	-0.5535	1.9010	-1.1524	-0.1390	-0.3267	-0.1331	3.4863	0.1820	-0.8351	-1.4544	-0.5461	2.1626	0.5608	-1.1014	0.4848	0.4919	0.1276	-0.0436	0.8571	-0.0091	-0.6296	-0.9254	3.2539	2.2744	0.6583	-1.0435	3.0757	-0.4127	-0.4065	0.3560	0.4244	0.3863	0.7757	-1.2654	-0.6814	1.4366	-0.7907	-1.0503	0.5038	0.0735	-0.6148	-1.3820	-0.1785	-0.6805	0.6622	0.7910	1.1572	-1.1819	1.5436	-0.8863	2.0069	1.5378	-1.2037	-0.9516	-0.3520	-1.0354	-0.7031	-1.2175	0.4914	0.7890	0.1466	0.9683	-1.1860	0.3431	3.6729	-0.3511	-0.5707	1.0648	-0.5387	0.6528	1.2049	-1.4320	0.6383	-0.8223	-0.8849	-0.8477	0.1335	-0.5883	2.2270	-0.1049	0.7433	-0.0311	-1.1010	-1.1692	0.4418	0.1808	1.2456	-1.1561	-1.3255	-0.2120	4.1614	0.7879	1.9350	0.7239	1.3091	-1.2817	2.0647	-0.2714	-0.2109	0.9753	1.2325	2.2112	-1.2607	-0.1638	-1.4216	0.4154	1.1175	-0.3777	1.1804	5.1455	-0.1048	-0.4212	0.8284	-1.1077	-0.9673	1.9303	0.6066	-0.7589	-1.1107	-0.0859	-1.0476	-0.6973	2.0789	0.1418	0.6102	1.9255	1.0467	0.2078	3.0949	-0.4573	0.6243	2.1276	0.5021	-0.9869	-1.0089	2.7968	-1.2047	-1.0376	-1.3323	-0.5635	-0.4184	0.3823	-0.6413	-0.2916	-0.3529	0.8154	1.0847	-1.1913	0.3470	0.0233	0.9126	-0.6417	1.2417	-0.6614	-0.1726	-1.1741	-0.4102	-1.1180	3.8226	-0.2510	3.6790	0.4119	-0.2605	-0.8840	-0.5333	0.2737	-1.0073	-0.7806	1.1251	-0.7572	0.3190	-0.7059	0.1006	-0.2124	-0.8468	-0.1321	-0.0744	1.4099	-0.4250	3.0277	0.4912	1.7740	-0.4293	0.1935	1.0631	-0.0477	-1.2941	-0.5433	0.1115	1.9730	-0.7990	-0.2725	1.0118	0.4404	-0.8211	-0.7170	-0.3532	-1.2249	-0.9635	0.5127	-0.0856	-0.9338	0.1217	-1.2590	0.9182	0.9073	-0.8839	-0.4141	-0.2204	-0.4596	-0.6624	0.9576	0.2639	-1.3009	3.0664	2.4976	1.1377	0.0582	
64105	CENPK	1.1081	-0.0046	0.1157	-0.8691	-1.2706	-0.5458	-0.2811	0.4018	-0.3653	-1.0911	-0.1526	0.6192	1.3090	-0.9228	0.1707	1.2595	-0.3496	-1.0251	-0.6299	0.4081	-0.1370	0.5418	1.6684	-0.0313	-0.9479	2.2721	0.1152	-1.3224	-0.1182	0.6911	0.6969	-0.5835	0.5467	-0.9041	-1.3074	-0.5376	0.0927	-0.3534	0.2085	0.0347	-0.1304	0.2920	-0.4176	-0.3054	2.2214	0.9822	-0.5900	-0.8816	-0.4103	-0.1507	0.3674	-0.4071	-0.5151	-0.2793	0.6066	-0.5228	0.2891	1.8758	-1.0413	-0.7362	-0.1722	-0.2263	-1.2253	-0.7376	-1.0842	-0.3949	1.9868	-0.3011	-0.6461	-0.9488	-0.7484	0.0084	0.4951	-0.1655	0.6118	-0.7320	-1.2367	-0.9816	0.0508	-0.3490	-0.5212	-0.4690	2.7953	0.4495	-0.5190	-0.8246	-0.6843	-0.7351	-0.7235	1.4975	-0.9850	-0.9294	-0.4442	2.1443	-1.3454	-0.0710	-1.2886	-0.7471	-0.6617	-0.0828	-0.5753	-0.1007	-0.9618	-0.5795	-0.4777	0.9956	0.1312	-1.2911	-0.9890	-0.3485	-0.1829	0.3779	0.6607	-0.2239	-1.0452	-0.4353	-1.0230	0.8779	0.5742	-0.2033	-0.2272	-1.1123	0.1402	1.1557	1.7383	-0.5631	0.0267	-0.3989	-0.8970	-0.5607	-0.0430	-0.9716	0.2922	-0.9577	0.3368	-0.3512	-1.2776	-0.7503	0.4064	-0.2577	-0.7280	1.6272	-0.1134	2.1613	1.7003	-0.8485	0.1886	-0.8783	-0.8510	-0.8015	0.1306	-0.4044	0.9238	-0.8426	-0.2150	-0.4604	-0.1723	-1.1205	0.0972	-1.1488	0.0821	1.2504	-1.1797	0.1002	-0.7959	3.7023	-1.2897	-0.3908	-0.0807	-1.3719	1.2111	0.9828	-0.6920	-1.1522	0.5092	-0.2836	-0.3196	1.5768	-0.0193	2.1043	2.5049	0.3651	0.9149	-0.7041	-0.0811	-0.0753	0.9692	-0.6671	0.0374	-0.1105	-0.8778	-0.4780	-0.8763	-0.6338	1.2051	-0.1022	-0.4890	1.0466	-1.0398	-1.2043	-0.9986	1.1788	-0.8243	0.1484	-0.6569	-0.8212	0.5097	-0.2889	-0.9265	1.2316	-0.2907	-1.1637	0.7621	1.1617	-0.1110	-1.0482	-0.1452	-0.2872	-0.5452	-0.9652	-0.0647	-0.0387	0.2129	-0.5910	0.3804	-0.5165	-1.1007	-1.1532	-0.0016	-1.0364	0.2730	-1.4199	0.3307	2.4821	0.0081	-0.6597	0.5493	-1.1787	-0.0008	-0.9661	-0.8439	0.3956	-1.3160	-0.5293	0.3805	-0.8774	0.0679	-1.2409	-0.3907	0.3064	-0.4246	-0.6133	-0.7199	0.3603	-0.3950	-1.0116	-0.4159	0.7923	-0.8514	-0.4294	-0.5485	-1.3259	1.5884	-0.6715	-0.7181	-0.4843	3.2556	-1.1152	-0.0348	-0.6548	0.5590	-0.6893	-1.0186	-1.1635	-0.6060	-0.7115	0.4042	-1.0571	-1.0054	2.6312	-0.3526	0.1230	0.9355	-0.0096	3.0811	-1.4436	1.6543	0.1138	0.1873	0.0132	-0.8598	0.5304	-1.2136	1.6227	-1.3642	0.2006	1.0016	0.5364	-0.4832	1.0096	-0.2976	-0.7435	-0.7514	-1.1553	-0.6804	0.1329	1.7756	-0.9541	-0.3429	0.5083	-0.7224	0.0845	-0.7337	-0.9947	-0.6615	0.3118	-0.7495	1.4101	-0.5567	0.1283	-0.5915	-0.7761	-0.0801	0.3083	-0.5332	0.0702	-0.9701	-0.7034	-0.8648	-0.5581	-0.7920	-0.6683	-0.6537	1.5584	0.5691	-0.0411	0.3312	-1.1299	0.2462	0.2451	-0.5465	0.3173	-0.1155	-1.0810	-0.6485	-0.7527	-0.5289	-1.2260	-0.9747	0.1614	0.4072	0.1719	-0.7934	-1.0488	0.2460	0.3305	-1.0155	0.3866	-0.3798	-0.3762	-0.3649	-0.5292	-0.6144	0.0072	-0.0002	-1.1253	0.3161	-0.4486	0.9370	0.7115	3.3969	-0.9299	-0.7160	-0.2847	0.0787	-0.5069	-1.4296	0.0477	0.7129	0.6486	-0.7648	-0.6804	2.0278	-0.0261	-0.4757	-0.9916	0.0005	-1.1305	-1.1567	0.6121	-0.2805	-0.4581	-0.5842	-1.4110	0.5212	0.0919	-0.6671	-0.3814	0.9090	1.5599	0.4086	1.1778	-1.0164	-1.3290	-0.4255	-0.7641	1.3230	1.1376	
91687	CENPL	1.9211	0.1979	7.7684	-0.5382	-0.8116	-1.3865	-0.9046	-0.3363	-0.4954	-1.2228	1.0847	1.4332	0.9761	-0.9469	-1.0537	1.6673	0.9449	1.3957	0.7799	-0.5420	-0.6618	0.8513	3.5503	1.2259	-1.1265	3.1300	-0.5039	3.0780	0.2808	0.0805	0.5273	4.1860	0.8551	3.0383	-1.6679	-0.3933	1.2135	-0.2121	2.3755	-0.3226	1.3621	1.4646	0.7350	1.1782	0.3738	0.4431	0.7865	-0.5815	-0.1005	3.6360	0.7483	0.5744	0.3349	1.6691	1.5908	0.2016	2.9625	2.2451	4.0202	-0.2463	0.5049	3.1529	-1.1682	0.6388	1.9934	1.5601	2.4469	0.1875	1.1211	-0.7991	1.3729	-0.6835	2.4963	-0.0903	-0.5385	-0.2153	-0.8668	-0.9059	-0.2194	0.1746	-1.4672	0.0925	0.7754	-0.2727	-0.3202	-0.9629	0.4551	2.0305	1.5832	-0.2391	-1.1698	0.1481	-0.9492	4.1839	-1.4819	0.9199	0.0796	-0.2568	-0.5933	-0.4881	3.0625	1.1233	1.3220	-0.4555	-0.0597	3.2679	-1.4524	-0.5758	-0.4719	-0.0899	-0.5531	1.3676	1.0192	-0.9380	-1.1043	-0.6985	-0.7883	1.5084	1.8180	-0.3334	0.0848	3.8995	0.2858	5.9025	5.0130	1.3791	0.3226	1.6148	-0.7498	0.9851	2.1280	-0.1432	-0.4425	0.5495	3.4780	-0.4847	0.4940	-0.1597	0.1950	2.3499	-1.2338	1.7231	1.7045	1.2328	3.4764	0.6279	-0.2290	-0.2464	2.0182	-0.0807	0.1242	-0.1841	1.8230	1.1303	0.9468	0.1072	0.5753	-0.7515	0.5020	-0.4249	3.4643	0.6967	-0.8878	-0.2465	0.6371	1.0717	-0.7140	7.0823	-0.4462	0.4871	0.8896	0.5033	4.0573	-1.0579	0.1837	0.5835	2.5270	2.1986	0.8394	1.1965	3.1336	2.1266	-0.5457	0.5966	-0.2063	0.0550	-0.7225	1.1552	1.5804	-0.7398	-0.8428	0.1883	-1.4019	1.3074	-0.7394	1.7461	1.1016	2.4550	-1.0179	-0.7826	-0.2339	0.6077	1.5701	-1.2498	1.1912	-0.5936	-0.1851	1.0169	-0.4092	0.5705	-0.1585	-0.9640	1.1427	3.4980	3.0752	-0.5719	1.5974	0.2346	-0.5334	-0.5432	-0.5643	0.0001	0.4907	-0.7521	-1.3706	1.0773	-0.5004	0.6374	0.7064	2.1017	0.6432	-1.6861	0.9619	1.0372	0.2313	1.5431	4.2041	-0.7814	0.4759	-1.2918	0.3381	2.4782	-1.1829	-1.2091	3.0507	-0.0341	-0.4564	-1.6829	0.4190	0.1324	0.6917	6.9213	-1.2493	0.4356	1.4531	-0.9498	-0.0151	0.4992	-0.1315	1.0108	1.9785	-1.5832	5.2680	-0.8465	-1.0604	-0.7772	2.6608	0.2460	7.9895	2.0400	2.4251	1.5421	0.7771	-0.8282	0.7871	-0.0050	1.4867	-1.0738	-1.3274	0.9704	-0.3073	0.8004	1.7788	0.8387	1.6382	-1.2699	1.2723	-0.6305	1.6118	4.1779	-0.4926	1.1411	-1.3604	1.6693	-1.4845	2.2870	0.9595	-0.1316	0.8547	4.8745	2.8058	-0.0576	0.8735	-1.0796	0.0374	-0.3910	3.9021	-0.2821	-0.9525	-0.7792	-0.6450	-0.6294	-0.0342	-0.2589	1.7962	4.3026	1.4183	1.5848	0.0847	0.0556	-0.7394	1.9696	2.2948	-0.3300	-0.4185	0.8331	-1.2591	-0.9235	-1.3306	-1.2451	0.0332	0.0997	0.4328	-0.3801	-0.6403	1.0142	3.5185	-1.4653	0.7469	0.9809	1.5098	1.7021	1.0187	1.8010	-0.2722	-0.8740	1.9664	-0.9880	1.0064	-0.7041	1.2817	2.4711	-0.1587	-0.4280	1.5994	1.4946	-1.1231	0.3403	0.6951	-0.3020	0.0654	-0.8587	0.9943	-0.2304	-0.7103	0.4324	0.1275	-0.1523	-0.4169	2.1625	2.6759	-0.0302	-0.1152	2.1465	0.1769	0.9867	-1.6663	-0.3493	2.5667	1.4909	-0.6715	-0.7365	2.7576	1.0802	-0.7821	-1.4165	5.7471	-1.1725	-0.7111	0.9871	0.5741	-0.9438	1.5487	-1.4455	0.9558	2.6654	-1.2282	3.7364	1.5785	1.1643	-0.5710	1.7229	-0.0411	-1.3474	1.0011	-1.3529	3.7405	1.2991	
