GENE_ID	COMMON	TCGA-05-4384-01	TCGA-05-4390-01	TCGA-05-4425-01	TCGA-38-4631-01	TCGA-38-4632-01	TCGA-38-6178-01	TCGA-44-6144-01	TCGA-44-6145-01	TCGA-44-6146-01	TCGA-44-6147-01	TCGA-44-6148-01	TCGA-49-4488-01	TCGA-50-5930-01	TCGA-50-5931-01	TCGA-50-5932-01	TCGA-50-5933-01	TCGA-50-5935-01	TCGA-50-5941-01	TCGA-50-5942-01	TCGA-50-5944-01	TCGA-50-5946-01	TCGA-50-6591-01	TCGA-50-6592-01	TCGA-50-6593-01	TCGA-50-6594-01	TCGA-55-6543-01	TCGA-67-4679-01	TCGA-67-6215-01	TCGA-67-6216-01	TCGA-67-6217-01	TCGA-73-4658-01	TCGA-73-4676-01	TCGA-75-5122-01	TCGA-75-5125-01	TCGA-75-5126-01	TCGA-75-6203-01	TCGA-75-6205-01	TCGA-75-6206-01	TCGA-75-6207-01	TCGA-75-6211-01	TCGA-75-6212-01	TCGA-86-6562-01	TCGA-05-4396-01	TCGA-05-4405-01	TCGA-05-4410-01	TCGA-05-4415-01	TCGA-05-4417-01	TCGA-05-4424-01	TCGA-05-4427-01	TCGA-05-4433-01	TCGA-44-6774-01	TCGA-44-6775-01	TCGA-44-6776-01	TCGA-44-6777-01	TCGA-44-6778-01	TCGA-44-6779-01	TCGA-49-4487-01	TCGA-49-4490-01	TCGA-49-4512-01	TCGA-49-4514-01	TCGA-49-6742-01	TCGA-49-6743-01	TCGA-49-6744-01	TCGA-49-6745-01	TCGA-49-6767-01	TCGA-50-5044-01	TCGA-50-5051-01	TCGA-50-5072-01	TCGA-50-6590-01	TCGA-50-6595-01	TCGA-50-6597-01	TCGA-55-6642-01	TCGA-55-6712-01	TCGA-71-6725-01	TCGA-91-6828-01	TCGA-91-6829-01	TCGA-91-6831-01	TCGA-91-6835-01	TCGA-91-6836-01	TCGA-49-6761-01	TCGA-50-6673-01	TCGA-55-6968-01	TCGA-55-6969-01	TCGA-55-6970-01	TCGA-55-6971-01	TCGA-55-6972-01	TCGA-55-6975-01	TCGA-55-6978-01	TCGA-55-6979-01	TCGA-55-6980-01	TCGA-55-6981-01	TCGA-55-6982-01	TCGA-55-6983-01	TCGA-55-6984-01	TCGA-55-6985-01	TCGA-55-6986-01	TCGA-55-6987-01	TCGA-75-6214-01	TCGA-75-7025-01	TCGA-75-7027-01	TCGA-75-7030-01	TCGA-75-7031-01	TCGA-80-5607-01	TCGA-80-5608-01	TCGA-86-6851-01	TCGA-91-6830-01	TCGA-91-6840-01	TCGA-91-6847-01	TCGA-91-6848-01	TCGA-91-6849-01	TCGA-95-7039-01	TCGA-95-7043-01	TCGA-38-7271-01	TCGA-44-5644-01	TCGA-50-7109-01	TCGA-55-7227-01	TCGA-55-7281-01	TCGA-55-7283-01	TCGA-55-7570-01	TCGA-55-7573-01	TCGA-55-7574-01	TCGA-78-7143-01	TCGA-78-7145-01	TCGA-78-7146-01	TCGA-78-7147-01	TCGA-78-7148-01	TCGA-78-7149-01	TCGA-78-7150-01	TCGA-78-7152-01	TCGA-78-7153-01	TCGA-78-7154-01	TCGA-78-7155-01	TCGA-78-7156-01	TCGA-78-7158-01	TCGA-78-7159-01	TCGA-78-7160-01	TCGA-78-7161-01	TCGA-78-7220-01	TCGA-93-7348-01	TCGA-97-7546-01	TCGA-97-7547-01	TCGA-97-7552-01	TCGA-97-7553-01	TCGA-97-7554-01	TCGA-99-7458-01	TCGA-44-7659-01	TCGA-44-7660-01	TCGA-44-7661-01	TCGA-44-7662-01	TCGA-44-7667-01	TCGA-44-7669-01	TCGA-44-7670-01	TCGA-44-7671-01	TCGA-44-7672-01	TCGA-53-7624-01	TCGA-53-7626-01	TCGA-55-7576-01	TCGA-64-1679-01	TCGA-64-1681-01	TCGA-78-7162-01	TCGA-78-7163-01	TCGA-78-7166-01	TCGA-78-7167-01	TCGA-78-7535-01	TCGA-78-7536-01	TCGA-78-7537-01	TCGA-78-7539-01	TCGA-78-7540-01	TCGA-78-7542-01	TCGA-78-7633-01	TCGA-86-7711-01	TCGA-86-7713-01	TCGA-95-7567-01	TCGA-53-7813-01	TCGA-55-7724-01	TCGA-55-7725-01	TCGA-55-7726-01	TCGA-55-7727-01	TCGA-55-7815-01	TCGA-55-7816-01	TCGA-55-7903-01	TCGA-55-7907-01	TCGA-55-7910-01	TCGA-55-7911-01	TCGA-55-7914-01	TCGA-69-7760-01	TCGA-69-7761-01	TCGA-69-7763-01	TCGA-69-7764-01	TCGA-69-7765-01	TCGA-86-7701-01	TCGA-86-7714-01	TCGA-91-7771-01	TCGA-97-7937-01	TCGA-97-7938-01	TCGA-55-7728-01	TCGA-55-7994-01	TCGA-55-7995-01	TCGA-69-7973-01	TCGA-69-7974-01	TCGA-69-7978-01	TCGA-69-7979-01	TCGA-69-7980-01	TCGA-73-7498-01	TCGA-73-7499-01	TCGA-86-7953-01	TCGA-86-7954-01	TCGA-86-7955-01	TCGA-93-7347-01	TCGA-95-7944-01	TCGA-95-7947-01	TCGA-95-7948-01	TCGA-97-7941-01	TCGA-44-8117-01	TCGA-44-8119-01	TCGA-44-8120-01	TCGA-55-7284-01	TCGA-55-7913-01	TCGA-55-8085-01	TCGA-55-8087-01	TCGA-55-8089-01	TCGA-55-8090-01	TCGA-55-8091-01	TCGA-55-8092-01	TCGA-55-8094-01	TCGA-55-8096-01	TCGA-55-8097-01	TCGA-55-8203-01	TCGA-55-8204-01	TCGA-55-8205-01	TCGA-55-8206-01	TCGA-55-8207-01	TCGA-55-8208-01	TCGA-86-8054-01	TCGA-86-8055-01	TCGA-86-8056-01	TCGA-86-8073-01	TCGA-86-8074-01	TCGA-86-8075-01	TCGA-86-8076-01	TCGA-95-7562-01	TCGA-95-8039-01	TCGA-99-8025-01	TCGA-99-8028-01	TCGA-99-8032-01	TCGA-99-8033-01	TCGA-J2-8192-01	TCGA-J2-8194-01	TCGA-55-8299-01	TCGA-55-8301-01	TCGA-69-8253-01	TCGA-69-8254-01	TCGA-69-8255-01	TCGA-86-8278-01	TCGA-86-8279-01	TCGA-86-8280-01	TCGA-86-8281-01	TCGA-93-8067-01	TCGA-97-8171-01	TCGA-97-8172-01	TCGA-97-8174-01	TCGA-97-8175-01	TCGA-97-8177-01	TCGA-97-8179-01	TCGA-50-8457-01	TCGA-50-8459-01	TCGA-50-8460-01	TCGA-55-8302-01	TCGA-62-8394-01	TCGA-62-8395-01	TCGA-62-8397-01	TCGA-62-8398-01	TCGA-62-8399-01	TCGA-62-8402-01	TCGA-69-8453-01	TCGA-86-8358-01	TCGA-86-8359-01	TCGA-95-8494-01	TCGA-55-8505-01	TCGA-55-8506-01	TCGA-55-8507-01	TCGA-55-8508-01	TCGA-55-8510-01	TCGA-55-8511-01	TCGA-55-8512-01	TCGA-55-8513-01	TCGA-55-8514-01	TCGA-55-8614-01	TCGA-55-8615-01	TCGA-55-8616-01	TCGA-55-8619-01	TCGA-55-8620-01	TCGA-55-8621-01	TCGA-71-8520-01	TCGA-78-8640-01	TCGA-78-8648-01	TCGA-78-8655-01	TCGA-78-8660-01	TCGA-78-8662-01	TCGA-86-8585-01	TCGA-86-8668-01	TCGA-86-8669-01	TCGA-86-8671-01	TCGA-86-8672-01	TCGA-86-8673-01	TCGA-86-8674-01	TCGA-91-8496-01	TCGA-91-8497-01	TCGA-91-8499-01	TCGA-97-8176-01	TCGA-97-8547-01	TCGA-97-8552-01	TCGA-38-A44F-01	TCGA-44-A479-01	TCGA-44-A47A-01	TCGA-44-A47B-01	TCGA-44-A47F-01	TCGA-44-A47G-01	TCGA-55-A48X-01	TCGA-55-A48Y-01	TCGA-55-A490-01	TCGA-55-A491-01	TCGA-55-A492-01	TCGA-55-A493-01	TCGA-55-A4DF-01	TCGA-55-A4DG-01	TCGA-62-A46O-01	TCGA-62-A46P-01	TCGA-62-A46R-01	TCGA-62-A46S-01	TCGA-62-A46U-01	TCGA-62-A46V-01	TCGA-62-A46Y-01	TCGA-62-A470-01	TCGA-62-A471-01	TCGA-62-A472-01	TCGA-86-A456-01	TCGA-86-A4D0-01	TCGA-91-A4BC-01	TCGA-91-A4BD-01	TCGA-J2-A4AD-01	TCGA-J2-A4AE-01	TCGA-J2-A4AG-01	TCGA-L4-A4E6-01	TCGA-L9-A443-01	TCGA-L9-A444-01	TCGA-44-A4SS-01	TCGA-44-A4SU-01	TCGA-53-A4EZ-01	TCGA-55-A48Z-01	TCGA-55-A494-01	TCGA-86-A4JF-01	TCGA-86-A4P7-01	TCGA-86-A4P8-01	TCGA-93-A4JN-01	TCGA-93-A4JO-01	TCGA-93-A4JP-01	TCGA-93-A4JQ-01	TCGA-97-A4LX-01	TCGA-97-A4M0-01	TCGA-97-A4M1-01	TCGA-97-A4M2-01	TCGA-97-A4M3-01	TCGA-97-A4M5-01	TCGA-97-A4M6-01	TCGA-97-A4M7-01	TCGA-L4-A4E5-01	TCGA-MN-A4N1-01	TCGA-MN-A4N4-01	TCGA-MN-A4N5-01	TCGA-MP-A4SV-01	TCGA-MP-A4SW-01	TCGA-MP-A4SY-01	TCGA-MP-A4T2-01	TCGA-MP-A4T7-01	TCGA-MP-A4T8-01	TCGA-MP-A4T9-01	TCGA-MP-A4TA-01	TCGA-MP-A4TC-01	TCGA-MP-A4TI-01	TCGA-MP-A4TK-01	TCGA-69-A59K-01	TCGA-95-A4VK-01	TCGA-95-A4VN-01	TCGA-95-A4VP-01	TCGA-MP-A4T4-01	TCGA-MP-A4T6-01	TCGA-MP-A4TD-01	TCGA-MP-A4TE-01	TCGA-MP-A4TF-01	TCGA-MP-A4TH-01	TCGA-MP-A4TJ-01	TCGA-MP-A5C7-01	TCGA-NJ-A4YF-01	TCGA-NJ-A4YG-01	TCGA-NJ-A4YI-01	TCGA-NJ-A4YP-01	TCGA-NJ-A4YQ-01	TCGA-NJ-A55A-01	TCGA-NJ-A55O-01	TCGA-NJ-A55R-01	TCGA-O1-A52J-01	TCGA-35-3615-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2659-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-49-AAQV-01	TCGA-49-AAR0-01	TCGA-49-AAR2-01	TCGA-4B-A93V-01	TCGA-55-A57B-01	TCGA-99-AA5R-01	TCGA-L9-A50W-01	TCGA-L9-A5IP-01	TCGA-L9-A743-01	TCGA-L9-A7SV-01	TCGA-L9-A8F4-01	TCGA-NJ-A7XG-01	TCGA-S2-AA1A-01	TCGA-49-AAR3-01	TCGA-49-AAR4-01	TCGA-49-AAR9-01	TCGA-49-AARE-01	TCGA-49-AARN-01	TCGA-49-AARO-01	TCGA-49-AARQ-01	TCGA-49-AARR-01	TCGA-73-A9RS-01	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-44-2657-01	TCGA-44-2661-01	TCGA-44-2664-01	TCGA-44-3398-01	TCGA-44-3917-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-05-4382-01	TCGA-05-4389-01	TCGA-05-4395-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4426-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4434-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4629-01	TCGA-38-4630-01	TCGA-44-3396-01	TCGA-49-4486-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4677-01	TCGA-05-5420-01	TCGA-05-5423-01	TCGA-05-5425-01	TCGA-05-5428-01	TCGA-05-5429-01	TCGA-05-5715-01	TCGA-35-5375-01	TCGA-44-5643-01	TCGA-44-5645-01	TCGA-50-5045-01	TCGA-50-5049-01	TCGA-50-5055-01	TCGA-50-5066-01	TCGA-50-5068-01	TCGA-50-5936-01	TCGA-50-5939-01	TCGA-55-5899-01	TCGA-64-5774-01	TCGA-64-5775-01	TCGA-64-5778-01	TCGA-64-5779-01	TCGA-64-5781-01	TCGA-64-5815-01	TCGA-75-5146-01	TCGA-75-5147-01	TCGA-80-5611-01	TCGA-83-5908-01	TCGA-50-5066-02	TCGA-50-5946-02	
103	ADAR	12097.1289	8314.2264	6803.0218	6092.0796	5283.1199	14240.2496	NaN	13770.6886	7174.1877	12314.2077	6795.2324	7292.6069	11579.2864	12572.6010	15263.0923	10859.9201	16848.0025	12076.9231	7518.2923	7827.4127	18331.9395	10707.2879	9031.6794	7305.9654	9152.8169	6962.6533	7866.8771	11205.1275	6899.6611	12323.7084	7841.7722	12603.1662	7001.4809	10160.3093	6988.8535	6601.7882	11255.9322	12146.6331	12744.6154	11477.9750	6992.4238	14586.0914	9670.9629	13982.8445	14378.4404	18480.8889	10224.5110	15205.4337	16102.4218	9642.9752	8222.1190	9460.3735	8476.2931	11652.2883	13434.6447	13751.7434	11287.2789	6125.6201	10611.0684	5011.4479	15238.6279	13359.7396	11300.9165	8674.6929	10156.8047	7039.9181	7946.5531	14076.2125	9838.0435	9804.5016	6364.7502	14000.6553	8228.5458	8474.6159	11549.6633	14627.7749	10373.1430	23756.2077	52336.1270	13642.5298	6900.1683	11172.8678	8830.6998	17934.4684	15112.2943	6189.4977	10073.7636	10608.4350	7822.7841	7893.8992	7132.4561	7932.7034	9923.0496	8652.6508	9382.8358	6107.5581	15341.8079	7029.0790	7686.4599	9596.6995	6213.5417	8012.9032	7113.1001	9424.2732	13454.2865	9659.7701	11783.5831	9106.5798	8102.5570	8083.4260	6679.2857	8814.4229	10360.6682	8404.9875	19807.5142	8551.4858	6602.2792	14940.3509	6472.7669	13144.1153	10715.6182	12983.2054	10191.1606	19737.3134	9238.1608	10167.5086	7087.4001	13094.0906	11798.5144	8651.5464	8369.1025	6273.7269	8222.6368	12253.5270	10740.4959	13679.4953	16232.2291	9989.4479	8353.3670	9342.9019	10686.9461	9941.0337	10768.3121	14188.5943	13092.4439	12850.5232	6713.0691	9381.0119	12302.1828	7513.0782	11810.7447	10101.2443	8436.0772	10090.9801	16344.7519	10387.0939	16233.6734	9286.1288	10587.5124	8405.0494	7544.6375	7842.1757	9239.2273	5259.6835	11165.1069	6919.4009	20668.6303	5945.6504	9672.4535	11769.3971	13634.7852	14542.8967	16125.4571	11140.8016	10729.4589	10949.5798	7570.5413	16031.1927	15644.2886	9877.4194	17413.0543	6402.6583	8350.9259	16004.7575	8911.5442	10582.1362	12944.4145	14832.5698	11347.4801	12989.3883	12558.4826	8139.0977	8961.7143	9236.2395	10598.7915	4826.4493	10709.6920	9676.4976	12332.4615	9394.6555	13753.5306	9088.7214	12793.0797	8333.3333	9381.5577	8346.8498	19191.8030	11512.6139	7625.4856	12503.2943	14395.2914	7537.5000	6803.3669	7929.7586	6933.6490	6951.9436	7861.4216	13817.6340	12659.0118	7760.2094	11593.2387	6466.3983	7634.9995	9748.2636	13466.2494	6998.5265	5580.1311	11398.6452	6827.2532	7980.5439	6976.6686	10066.1097	10534.2960	11462.1597	10214.3163	9253.4211	7356.5905	17169.7641	12310.8127	11057.8835	10665.1706	9391.9075	7782.7391	7274.3011	8243.2776	14205.0781	8596.9029	9382.4684	8627.2199	18111.3978	9050.7666	11080.4060	10833.5645	9581.3833	8542.8148	9978.9168	10460.6546	13940.8958	10001.4043	7608.6266	9126.2747	5634.7826	4995.1923	11150.5627	9956.0586	6562.3575	7017.3482	9219.9917	11049.7973	7016.9744	4854.0146	9871.8447	11715.2042	11090.0357	7379.1423	12600.4824	10715.6744	8277.2467	7374.7790	9774.7748	18561.1472	10889.4783	9110.1591	10259.2643	7047.0337	11149.8516	9208.3871	6373.7231	8701.0695	7575.1050	7122.3063	13124.5721	10061.8722	11108.9756	12353.0270	7689.8396	8803.6732	6744.8697	6676.3733	6701.8097	8216.5179	6792.6906	8886.6235	6020.0970	25180.6821	9396.2901	4746.3521	8742.0156	4694.1368	8862.1971	6597.0347	5484.7561	5644.9772	8861.5210	12452.4053	8539.1850	NaN	9016.6858	10567.4487	11539.3908	11134.2631	4918.4754	6620.2464	7445.4883	10400.3699	7604.4304	24067.4470	5227.0677	12764.5366	7467.5497	14983.5594	7086.8486	7140.3509	4883.0049	8779.5396	9550.1931	11196.2147	9519.3113	10341.3838	7432.4739	8849.3707	6036.0520	8137.8922	6702.6708	11329.4960	12222.4753	9666.7936	7245.9209	16430.0187	7352.2345	7390.6218	16683.6459	9490.5123	6867.8213	14854.1147	7223.8494	10528.4182	7170.0087	10829.2752	13423.3577	6485.5605	7923.8631	8570.5615	11121.8593	12623.6436	6987.1079	14344.9374	4675.5999	7337.1971	9361.0236	10502.7790	6232.2404	8003.1084	NaN	7769.7826	10260.1575	7861.8080	12105.8988	9553.2302	9782.0502	5547.3006	10226.3223	10485.6027	13003.2422	6147.0318	11608.5065	11714.9131	7461.3110	7326.4317	15509.7879	9278.1365	10456.7686	8947.8162	7335.3584	11345.8430	13033.9040	12523.1199	12320.1507	8800.5945	8518.6698	8704.2710	8645.4545	10110.4613	9604.5578	12002.4550	8334.0961	7347.5177	9584.9146	10036.0755	14201.0235	9435.6423	5696.9340	10297.1427	13889.2836	4328.3205	4990.1532	2902.3648	5085.2018	4552.6316	9880.1303	5664.3258	4403.9054	11593.1662	12266.6181	6179.9703	6555.0950	7430.1171	8808.5331	6846.9055	5562.2665	12143.2954	10091.5958	14743.4930	7152.6863	7572.2954	7311.3242	9857.1429	7378.9407	10988.9858	6819.2990	10250.0000	7085.0389	5232.5843	6332.4404	9528.1690	12844.0527	15605.5644	8145.9007	5229.6482	7639.6146	7557.0470	5547.0701	NaN	3732.7623	NaN	12308.5431	10040.3252	12051.4056	12529.0082	14506.0403	9069.2387	11548.5367	12118.9648	12372.2782	5674.7289	13798.4213	3927.6887	13177.7778	9517.5991	11824.8804	10258.7251	12053.5835	10418.4737	8030.3150	5998.9055	5627.6865	7446.7956	12531.3539	5902.4390	5338.1301	7965.3581	9302.2457	7648.0494	9120.2865	10207.8865	5817.3691	9173.4177	14079.8218	9641.7028	7663.9606	7607.7627	10909.5415	10018.3592	5827.4933	6090.8425	14359.1629	3643.3399	4664.3465	11743.9001	3948.9456	6140.2817	9100.9753	5105.3299	6698.6607	5713.4551	4530.4878	3637.4908	9198.0994	9930.5627	7863.9806	10200.2808	7997.9950	7659.0853	7166.1211	7570.4180	10037.7062	4236.0028	8003.8337	12778.1494	25487.4202	13015.2838	15610.0146	
9447	AIM2	61.0874	22.9922	454.3928	28.2513	690.4989	18.7207	NaN	382.8174	9.0253	128.9617	19.8205	161.4383	193.8956	299.8737	4.5719	774.0685	628.3622	155.7692	18.5400	7.3182	8.0412	0.5974	67.2185	133.4189	1435.9155	51.2821	9.1809	494.5794	288.1980	108.0279	875.7192	140.3694	302.0944	394.3299	728.5032	19.2572	438.1356	13.8452	28.5714	24.3261	43.6491	35.3745	13.6467	130.5384	425.8410	19.5556	164.5630	33.3651	202.8254	46.2810	76.2082	70.1666	6.4655	121.5150	182.7411	757.1229	166.8071	23.4017	25.3651	42.8460	7.4571	58.6001	122.1996	608.3538	833.1361	778.9150	68.1642	18.9376	291.3043	298.3923	58.4354	313.8925	366.5696	12.4810	126.2626	9.2927	52.4793	184.1986	1995.5889	1547.9377	39.2597	92.7304	152.4676	67.1378	300.0968	1.1416	16.7645	618.9184	634.2227	26.5252	140.3509	491.3575	132.2695	34.7349	117.9104	15.2616	456.9209	126.0345	87.3676	14.1865	51.0417	75.2688	310.0081	31.2086	428.6528	56.7050	38.9679	0.3427	743.6766	83.4260	288.5714	9.4062	380.4100	6.6500	47.5951	36.6275	494.5869	57.1429	6.5359	88.8711	359.5952	20.6334	111.7286	1635.8209	10.1725	9.0401	14.3369	18.9329	314.7632	12.8953	9.5252	6.3657	8.7065	5.8091	51.2397	71.2934	6.9811	7.7210	66.0450	37.5783	39.3916	250.1883	61.1658	55.0275	110.5686	62.0329	28.1779	439.4129	71.3282	18.6445	62.8704	133.8589	78.4561	256.1499	37.7690	208.2825	115.1064	137.2606	37.2278	33.6626	36.6344	14.2666	8.0238	119.0536	71.3973	16.0485	139.6171	7.2908	561.3888	4.8944	88.8758	9.1385	475.3868	151.0791	154.3086	109.2437	171.2511	134.8624	57.1142	113.1183	33.8814	61.7670	19.4444	362.0986	48.9755	520.2998	364.8138	20.6886	37.1353	1023.7203	193.8883	2.8195	64.0000	11.2495	16.3142	151.8800	438.8232	156.7296	95.4645	222.1987	629.1190	29.5738	180.0505	25.3475	317.6365	391.4617	249.6682	7.5307	129.7591	430.0878	33.3097	330.9211	32.0227	26.3044	64.7070	34.7625	41.1397	46.2013	94.9896	7.3298	577.9986	156.7049	82.5284	590.7769	4.1723	133.1597	24.8202	279.8504	76.7167	608.5568	36.9167	20.7047	332.1300	7.6596	94.2992	70.3274	28.5272	24.6605	43.7080	251.8028	53.8600	200.7707	30.6564	348.4050	45.7612	621.0938	136.2740	50.5887	181.6168	838.7097	39.4282	88.0960	84.6047	450.6385	40.8889	103.2352	36.9081	18.7994	2.5277	197.9360	50.9205	181.5652	94.0934	5.4327	179.3165	113.5782	46.4684	393.7422	39.5051	12.2812	7.2993	29.6508	13.9939	68.4813	64.8148	19.8934	125.7594	478.6488	17.6783	238.7387	73.5931	124.6684	118.7271	81.4443	12.2929	45.9941	14.1935	79.2079	14.9733	65.6513	37.2743	47.6261	200.8839	65.7189	16.9220	209.3201	161.4946	184.9108	5.2945	119.1041	52.8274	33.3963	443.0362	562.0236	171.2612	1.1242	20.9090	105.9077	32.4915	8.3247	133.2889	59.1463	90.1826	250.8513	421.6991	81.0569	NaN	534.5224	229.2278	33.6134	18.6965	67.2313	6.9630	256.4401	111.4193	115.5063	7.2464	15.7895	21.5093	26.9316	306.6173	5.9553	53.1328	9.8522	41.4322	47.2973	75.7060	15.3560	189.2950	17.5336	32.4807	70.9220	221.1904	56.1754	318.4052	274.1078	87.5074	90.6210	47.2116	97.5493	1.3304	45.6225	51.7078	33.2726	68.9942	150.6276	45.3109	315.1700	101.1794	453.9234	8.3211	74.6535	3.5407	54.0201	67.1616	48.9901	35.0398	24.9299	345.4551	2383.4646	424.9679	145.7195	10.3903	NaN	18.5268	11.7585	126.6428	49.2816	292.5387	1110.1871	217.4344	64.5756	69.7901	1334.4141	38.2650	457.7090	47.5755	79.3494	9.6916	331.1582	167.8967	244.5415	5.8097	7.8979	411.0855	268.5465	546.2398	221.5945	167.8468	18.6698	85.0604	12.4402	31.5140	41.4347	1244.0066	72.8996	368.0761	1945.4459	5.4217	1155.1006	20.8400	44.8113	61.0400	27.8271	54.0434	298.6871	33.7158	553.8117	17.8571	120.5212	58.5206	47.2765	129.0117	110.2175	52.5533	64.9632	33.6770	19.7461	171.0098	13.5052	485.1008	1040.1322	29.0456	121.2958	648.8838	134.3150	1144.5993	360.0252	7.8017	91.9436	418.6567	502.1620	53.3708	41.8421	7.0423	332.3152	24.1468	1153.9418	764.8241	2075.2281	191.9463	173.3910	NaN	1469.8073	NaN	429.0618	177.2358	159.4378	83.2778	154.6980	805.5878	393.1530	2430.4045	67.0728	40.8674	150.8932	19.4583	104.1096	12.4491	234.1308	61.4364	264.7524	2219.9380	24.2068	20.0657	3.4766	681.6808	17.5050	256.2094	3.6574	977.3550	62.3514	242.4923	107.4520	177.7932	19.1571	76.1603	205.8255	564.4218	175.8918	40.1804	10.2230	32.9599	455.5666	49.0842	80.8824	69.7624	14.6945	251.4152	130.9656	46.1972	72.8629	408.2064	265.0670	282.3920	1079.2683	294.1459	18.2749	47.2037	32.5761	18.2499	557.3952	949.6664	184.1244	495.1768	765.9073	107.0163	61.0439	148.2720	1832.8952	64.1921	42.0322	
