GENE_ID	COMMON	TCGA-D7-6521-01	TCGA-KB-A6F7-01	TCGA-BR-4294-01	TCGA-VQ-A94U-01	TCGA-CG-5725-01	TCGA-BR-6452-01	TCGA-BR-8679-01	TCGA-FP-A4BF-01	TCGA-VQ-A8PF-01	TCGA-D7-A6EV-01	TCGA-D7-A4YX-01	TCGA-EQ-A4SO-01	TCGA-HU-A4GD-01	TCGA-BR-4362-01	TCGA-BR-6566-01	TCGA-BR-8289-01	TCGA-R5-A7ZR-01	TCGA-BR-4201-01	TCGA-D7-6818-01	TCGA-BR-A4IU-01	TCGA-BR-A4J6-01	TCGA-CG-4469-01	TCGA-BR-8381-01	TCGA-HJ-7597-01	TCGA-BR-8680-01	TCGA-HU-A4H0-01	TCGA-BR-8060-01	TCGA-CD-8534-01	TCGA-RD-A8N5-01	TCGA-VQ-A8DU-01	TCGA-B7-5818-01	TCGA-BR-8588-01	TCGA-BR-8382-01	TCGA-R5-A7O7-01	TCGA-D7-8576-01	TCGA-CD-8533-01	TCGA-BR-8484-01	TCGA-FP-7829-01	TCGA-BR-8690-01	TCGA-R5-A7ZF-01	TCGA-B7-A5TN-01	TCGA-RD-A7BW-01	TCGA-CD-A486-01	TCGA-VQ-A8PQ-01	TCGA-VQ-A91Q-01	TCGA-VQ-A922-01	TCGA-CD-A48A-01	TCGA-HU-A4GY-01	TCGA-BR-8291-01	TCGA-CD-A4MJ-01	TCGA-BR-8059-01	TCGA-HU-A4G9-01	TCGA-BR-4191-01	TCGA-BR-4361-01	TCGA-BR-8380-01	TCGA-BR-8368-01	TCGA-VQ-A923-01	TCGA-D7-8578-01	TCGA-HU-A4G8-01	TCGA-HU-A4GN-01	TCGA-R5-A805-01	TCGA-BR-8486-01	TCGA-IN-A7NR-01	TCGA-VQ-AA6F-01	TCGA-CG-4444-01	TCGA-SW-A7EB-01	TCGA-CD-8535-01	TCGA-BR-6705-01	TCGA-D7-6820-01	TCGA-BR-8589-01	TCGA-HU-A4HD-01	TCGA-BR-7959-01	TCGA-CG-5724-01	TCGA-BR-8678-01	TCGA-CD-8524-01	TCGA-BR-6453-01	TCGA-HU-A4GC-01	TCGA-CD-A487-01	TCGA-BR-8590-01	TCGA-CG-4460-01	TCGA-BR-A4IV-01	TCGA-BR-A4J7-01	TCGA-HU-A4GX-01	TCGA-IN-A6RL-01	TCGA-BR-7958-01	TCGA-CG-5723-01	TCGA-HU-8604-01	TCGA-VQ-A8PH-01	TCGA-BR-8677-01	TCGA-HF-7134-01	TCGA-FP-7735-01	TCGA-VQ-A8DT-01	TCGA-RD-A8N6-01	TCGA-D7-A6EX-01	TCGA-VQ-A8P2-01	TCGA-BR-8369-01	TCGA-D7-6522-01	TCGA-F1-A72C-01	TCGA-FP-A4BE-01	TCGA-BR-8485-01	TCGA-B7-5816-01	TCGA-CD-A4MG-01	TCGA-CD-5803-01	TCGA-CG-4466-01	TCGA-CG-4437-01	TCGA-CG-4305-01	TCGA-BR-6706-01	TCGA-CD-5798-01	TCGA-VQ-A91N-01	TCGA-BR-A4J9-01	TCGA-HU-8243-01	TCGA-HU-A4H3-01	TCGA-F1-6177-01	TCGA-RD-A8MW-01	TCGA-CD-8531-01	TCGA-HF-7132-01	TCGA-VQ-A8P8-01	TCGA-D7-6524-01	TCGA-KB-A93G-01	TCGA-BR-6803-01	TCGA-BR-7716-01	TCGA-BR-8367-01	TCGA-IN-A6RI-01	TCGA-D7-8579-01	TCGA-VQ-A8PC-01	TCGA-BR-A44T-01	TCGA-CD-A48C-01	TCGA-FP-7998-01	TCGA-VQ-AA6B-01	TCGA-B7-A5TK-01	TCGA-BR-8286-01	TCGA-SW-A7EA-01	TCGA-HU-8608-01	TCGA-RD-A8NB-01	TCGA-BR-7717-01	TCGA-VQ-A8PD-01	TCGA-VQ-A91D-01	TCGA-D7-6815-01	TCGA-IN-A7NU-01	TCGA-CD-5804-01	TCGA-HU-A4GF-01	TCGA-IN-A6RS-01	TCGA-CG-4306-01	TCGA-CG-4436-01	TCGA-BR-A4J8-01	TCGA-CG-5716-01	TCGA-BR-6564-01	TCGA-VQ-A91Y-01	TCGA-EQ-8122-01	TCGA-HU-A4GQ-01	TCGA-HU-A4H2-01	TCGA-BR-8682-01	TCGA-HF-7133-01	TCGA-VQ-AA68-01	TCGA-RD-A8MV-01	TCGA-CD-A489-01	TCGA-VQ-A94R-01	TCGA-D7-6525-01	TCGA-BR-6565-01	TCGA-BR-6802-01	TCGA-IN-A6RJ-01	TCGA-BR-4369-01	TCGA-BR-A4QM-01	TCGA-CD-5813-01	TCGA-BR-A44U-01	TCGA-VQ-A8DV-01	TCGA-VQ-A8E7-01	TCGA-D7-6817-01	TCGA-KB-A93H-01	TCGA-3M-AB46-01	TCGA-CD-A4MH-01	TCGA-VQ-A8PO-01	TCGA-F1-6874-01	TCGA-FP-8099-01	TCGA-CD-5799-01	TCGA-BR-A4IY-01	TCGA-VQ-A91Z-01	TCGA-HF-7131-01	TCGA-RD-A8N9-01	TCGA-BR-8483-01	TCGA-RD-A7C1-01	TCGA-VQ-A94T-01	TCGA-D7-A4YY-01	TCGA-BR-7707-01	TCGA-VQ-A8PP-01	TCGA-F1-6875-01	TCGA-ZA-A8F6-01	TCGA-CD-A4MI-01	TCGA-BR-8366-01	TCGA-HU-A4GP-01	TCGA-BR-8295-01	TCGA-VQ-AA69-01	TCGA-BR-4357-01	TCGA-B7-A5TJ-01	TCGA-VQ-AA6D-01	TCGA-BR-6707-01	TCGA-BR-6801-01	TCGA-BR-4368-01	TCGA-BR-A4QL-01	TCGA-HU-8244-01	TCGA-CD-8532-01	TCGA-CG-5726-01	TCGA-VQ-A8PE-01	TCGA-VQ-A91E-01	TCGA-D7-A4Z0-01	TCGA-3M-AB47-01	TCGA-R5-A7ZE-01	TCGA-IN-A7NT-01	TCGA-BR-A4J1-01	TCGA-VQ-A8E0-01	TCGA-BR-8284-01	TCGA-BR-8364-01	TCGA-VQ-A91V-01	TCGA-VQ-A927-01	TCGA-VQ-AA64-01	TCGA-IN-7808-01	TCGA-BR-A4CR-01	TCGA-BR-A452-01	TCGA-VQ-A8DZ-01	TCGA-CD-5800-01	TCGA-HU-A4GJ-01	TCGA-IN-AB1X-01	TCGA-RD-A8N0-01	TCGA-BR-4253-01	TCGA-BR-6709-01	TCGA-BR-6457-01	TCGA-CG-4440-01	TCGA-VQ-A8PK-01	TCGA-VQ-A91K-01	TCGA-CD-8528-01	TCGA-D7-A6F2-01	TCGA-BR-8296-01	TCGA-BR-8078-01	TCGA-BR-A4PE-01	TCGA-CG-4475-01	TCGA-CG-5720-01	TCGA-VQ-A94P-01	TCGA-VQ-AA6J-01	TCGA-FP-8210-01	TCGA-BR-4367-01	TCGA-BR-A4IZ-01	TCGA-MX-A666-01	TCGA-CD-8527-01	TCGA-HU-A4GT-01	TCGA-HU-A4H5-01	TCGA-BR-A4PD-01	TCGA-KB-A93J-01	TCGA-BR-7703-01	TCGA-VQ-A94O-01	TCGA-D7-6526-01	TCGA-FP-8209-01	TCGA-D7-8570-01	TCGA-BR-8365-01	TCGA-CG-5719-01	TCGA-CG-4301-01	TCGA-ZQ-A9CR-01	TCGA-VQ-A91A-01	TCGA-CD-5801-01	TCGA-B7-A5TI-01	TCGA-IN-A6RR-01	TCGA-D7-5578-01	TCGA-RD-A8N1-01	TCGA-BR-7715-01	TCGA-FP-7916-01	TCGA-CD-8529-01	TCGA-CG-4476-01	TCGA-VQ-A8PB-01	TCGA-BR-4370-01	TCGA-BR-8297-01	TCGA-VQ-AA6K-01	TCGA-BR-A4J2-01	TCGA-CG-4465-01	TCGA-CG-4438-01	TCGA-D7-6528-01	TCGA-HU-A4G3-01	TCGA-D7-8572-01	TCGA-CG-4304-01	TCGA-BR-8363-01	TCGA-VQ-A91W-01	TCGA-VQ-A928-01	TCGA-CG-5718-01	TCGA-BR-4366-01	TCGA-CD-8530-01	TCGA-BR-A4CS-01	TCGA-HU-A4H4-01	TCGA-RD-A7BS-01	TCGA-D7-6527-01	TCGA-HU-A4G2-01	TCGA-F1-A448-01	TCGA-BR-6458-01	TCGA-HU-8610-01	TCGA-VQ-A92D-01	TCGA-BR-6563-01	TCGA-CG-5717-01	TCGA-CG-4449-01	TCGA-VQ-A8PX-01	TCGA-VQ-A91X-01	TCGA-IN-7806-01	TCGA-MX-A5UJ-01	TCGA-BR-8683-01	TCGA-BR-8077-01	TCGA-IN-AB1V-01	TCGA-VQ-AA6A-01	TCGA-HU-A4GH-01	TCGA-FP-8211-01	TCGA-HF-A5NB-01	TCGA-VQ-A8PM-01	TCGA-BR-4255-01	TCGA-CG-4477-01	TCGA-BR-4371-01	TCGA-BR-A453-01	TCGA-FP-A8CX-01	TCGA-BR-7704-01	TCGA-BR-4279-01	TCGA-CG-5734-01	TCGA-CG-4443-01	TCGA-IN-A6RN-01	TCGA-BR-A4QI-01	TCGA-IP-7968-01	TCGA-BR-4256-01	TCGA-CD-8525-01	TCGA-CG-4472-01	TCGA-D7-8574-01	TCGA-VQ-A8E3-01	TCGA-BR-8373-01	TCGA-VQ-AA6G-01	TCGA-BR-4280-01	TCGA-D7-A6EY-01	TCGA-HU-A4H8-01	TCGA-VQ-A91S-01	TCGA-VQ-A924-01	TCGA-BR-7196-01	TCGA-BR-8384-01	TCGA-D7-A4YU-01	TCGA-MX-A663-01	TCGA-BR-8081-01	TCGA-D7-6518-01	TCGA-BR-7723-01	TCGA-BR-8487-01	TCGA-VQ-A8P3-01	TCGA-D7-A748-01	TCGA-RD-A7BT-01	TCGA-CD-8536-01	TCGA-FP-A9TM-01	TCGA-BR-8687-01	TCGA-HU-A4G6-01	TCGA-IN-8663-01	TCGA-BR-8362-01	TCGA-VQ-A925-01	TCGA-D7-A4YV-01	TCGA-BR-6454-01	TCGA-BR-7722-01	TCGA-BR-4267-01	TCGA-D7-A747-01	TCGA-RD-A8N2-01	TCGA-BR-7901-01	TCGA-BR-8591-01	TCGA-CG-4442-01	TCGA-IN-8462-01	TCGA-HU-A4HB-01	TCGA-D7-5577-01	TCGA-BR-7957-01	TCGA-CG-5722-01	TCGA-FP-8631-01	TCGA-D7-8573-01	TCGA-R5-A7ZI-01	TCGA-BR-8676-01	TCGA-D7-A6F0-01	TCGA-D7-A6EZ-01	TCGA-CG-4462-01	TCGA-BR-6456-01	TCGA-VQ-A8PJ-01	TCGA-BR-A4J5-01	TCGA-HU-8238-01	TCGA-D7-A74A-01	TCGA-HU-8602-01	TCGA-D7-A4YT-01	TCGA-BR-A4PF-01	TCGA-D7-6519-01	TCGA-HF-7136-01	TCGA-RD-A8N4-01	TCGA-CG-5721-01	TCGA-BR-8371-01	TCGA-D7-6520-01	TCGA-BR-4257-01	TCGA-D7-8575-01	TCGA-BR-6852-01	TCGA-BR-8592-01	TCGA-MX-A5UG-01	TCGA-VQ-A8E2-01	TCGA-BR-4363-01	TCGA-CG-4441-01	TCGA-CG-5732-01	TCGA-BR-7197-01	TCGA-BR-4292-01	TCGA-BR-8058-01	TCGA-BR-8080-01	TCGA-BR-4187-01	TCGA-CG-4474-01	TCGA-HU-8249-01	TCGA-VQ-AA6I-01	TCGA-BR-A4J4-01	TCGA-D7-6822-01	TCGA-BR-8686-01	TCGA-IN-A6RO-01	TCGA-BR-8361-01	TCGA-VQ-A8PU-01	TCGA-VQ-A91U-01	TCGA-CD-8526-01	TCGA-HU-A4GU-01	TCGA-HU-A4H6-01	TCGA-BR-6455-01	TCGA-VQ-A8P5-01	TCGA-BR-8372-01	TCGA-BR-7851-01	
1058	CENPA	-0.8432	-0.0699	-1.6536	-0.9992	0.8309	0.3821	0.4177	0.0918	-0.4068	3.2360	0.8280	0.1710	1.4778	0.3421	0.6887	1.7718	0.0761	-0.3927	0.8914	-0.7230	-1.3901	0.3269	-0.1827	-0.4728	1.2302	1.9293	2.4480	-0.8385	-1.2024	2.1617	0.6880	-0.0655	0.1720	5.6001	-0.6278	0.4974	-0.6489	-0.5032	0.7830	2.6840	-0.4368	-1.3423	1.1283	-1.3449	-0.5224	5.4075	-0.0352	-0.8786	-1.1700	0.6569	-0.8782	0.7488	-0.5721	0.4942	-0.9491	1.7753	-0.2938	-0.8163	0.6468	1.1567	-0.4180	0.4215	-0.6713	-0.6406	1.1988	1.2311	1.0173	-0.3573	0.5504	0.3877	1.1471	-1.0172	4.7886	1.7703	-0.4685	-0.4820	-0.5829	1.0834	-0.7268	0.3357	-1.4049	-1.5309	-0.3534	-0.5276	0.8652	1.0043	1.0580	1.5146	-0.8553	-0.2801	-0.1797	1.1328	-0.1969	0.6225	1.7544	0.0866	-0.7129	0.4254	0.7767	0.7717	-0.1223	0.9214	-0.9374	1.4868	1.0656	-0.1013	-0.4536	-1.2632	0.5855	-1.5906	1.2744	1.8765	0.1804	0.6106	0.4431	-0.4233	-0.2897	-0.7222	-0.7658	-1.0394	0.2795	-0.6746	4.7303	-1.2797	-0.8355	-1.1007	1.9314	-0.6017	0.7068	-0.7471	1.2223	0.5011	-0.0864	-0.0157	1.3194	-0.6167	-0.7545	-0.4391	-0.9077	-0.5404	1.9434	1.2680	0.3892	1.1793	-0.4139	0.0086	-1.4801	-0.1538	0.0056	0.5416	3.6045	-1.2131	1.0766	0.0813	-0.1939	-1.0513	-0.4406	0.3343	1.4646	0.0687	-0.6903	-0.2299	-0.7622	-0.7948	0.3410	0.6218	-0.4867	-0.3669	2.2474	2.5028	1.8085	1.0019	-0.0015	-0.3720	0.8001	6.6420	-0.4881	-0.6268	-0.4527	0.5489	1.7461	0.0855	-0.3818	0.9925	0.0053	-0.4018	-0.9951	-0.9854	-0.6088	1.8556	3.8070	2.0602	2.2690	-0.0216	1.7654	0.2896	-0.1789	-1.0439	0.8918	0.2064	-0.8833	1.6029	0.2896	0.3285	-0.8561	-0.5663	3.3256	0.6640	2.7767	-0.5699	-0.1433	-1.4358	-1.1749	-0.8383	-0.4118	-0.6868	-0.4827	-0.2845	0.1356	4.4892	-0.1580	-0.2910	-0.9489	1.1216	0.0380	-0.7678	0.1990	0.8110	-0.4159	0.5042	0.3617	-0.4477	0.0239	3.1577	-0.5276	0.2332	-1.4756	1.3844	-1.2370	-0.3354	-1.1468	2.3438	1.0939	0.3028	-0.2236	0.8624	-0.6412	0.1387	1.0367	0.5456	-1.5359	-0.3476	-1.4564	-0.7936	-0.9246	2.2869	0.6312	0.8739	-0.1883	-0.8306	0.7130	-0.2865	3.1665	-0.7645	-0.6869	-0.5266	0.9716	-0.8657	-0.4367	-0.0535	-0.3843	-0.1130	0.9180	1.8882	-0.2513	-0.1039	-0.7820	1.2691	0.1070	-0.4422	1.8135	-0.2101	-0.5995	1.0791	1.6649	-0.1132	0.8709	-0.2634	0.4367	-0.0039	-0.4544	0.5302	-1.3302	-0.9715	1.5344	-0.2402	1.2637	-0.8079	-0.3787	-0.2220	0.4905	-1.0766	1.0065	1.1184	0.7243	0.6166	-0.6537	-0.6064	1.4417	0.2085	-1.2719	-0.3148	2.9102	-0.8507	-0.8167	-0.3739	-0.8338	1.7459	0.0463	0.1542	1.7458	-1.1019	-1.1808	1.1577	-0.8434	-0.8032	0.0770	-0.2439	0.4645	-0.3460	1.5337	-0.7708	-1.5597	0.7961	-0.4567	-0.5273	-0.7090	1.7697	-0.1040	1.5709	-1.3018	0.2406	-0.1147	-0.0397	0.2502	0.3144	1.2830	0.5050	1.8276	0.0138	-0.4798	-1.4072	-0.5282	-1.0266	-1.6247	-0.0897	0.0848	0.3798	-1.0839	-0.3149	0.5424	-0.9029	0.0076	0.2753	0.8919	-0.0562	1.0893	3.6077	1.0929	-1.2675	0.6819	-0.7321	-1.0364	0.1303	-0.2474	2.5025	-0.7887	0.1184	0.5862	0.3455	-1.5901	0.4986	-1.5971	-0.6436	-0.1130	-1.2153	0.2477	-1.3272	-1.2427	3.5706	0.0784	0.0258	-0.3809	0.1643	0.4406	-0.9416	0.2969	-0.8603	0.2124	5.9991	1.1339	-0.8253	1.0268	-0.9213	5.1857	-0.2223	0.3373	-0.2441	1.7042	0.6336	0.0993	0.9148	1.0379	0.8619	0.1561	
64105	CENPK	-1.0247	-0.2567	-1.4556	0.0745	-0.6271	-0.3334	-0.2226	0.0159	1.0175	2.2797	1.1873	1.0136	1.6857	-0.2779	-0.5094	-0.6501	0.6760	0.1212	-0.7457	-0.8634	-0.4427	1.0401	1.1256	-0.2015	0.7363	1.8725	-0.9055	-0.5142	0.7737	2.5039	0.0888	0.2809	-0.4394	-0.5048	0.5558	4.5795	0.5445	-0.1634	-0.7727	0.4893	-0.6238	-0.7240	-0.9041	-1.0087	-0.2363	0.0446	0.7053	0.9850	-0.7307	0.7813	-1.2256	-0.1090	-0.4175	2.1520	-0.8405	0.7193	0.8824	-0.7654	1.4108	0.1386	1.0016	-0.6589	-0.9639	-0.5041	0.1069	-0.4462	-0.7454	-1.1954	-0.8998	2.4630	-0.2037	-0.7661	1.4386	0.4436	-0.6291	-0.9232	-0.1573	1.3080	-0.8999	0.3247	-1.1540	-0.9209	0.3287	-0.5507	-0.1695	-0.1767	0.8224	0.5739	-0.0739	-0.2681	-0.7914	1.3043	-0.5065	-1.2349	1.0037	-0.6099	-0.9935	3.5801	-0.0658	-0.6503	-0.6866	1.8437	-1.0628	0.5758	0.2038	-0.2466	-0.3667	-1.0782	-0.4384	-1.4118	-0.4746	-0.2099	-0.0043	-0.1248	1.2082	-0.6665	0.1454	-0.8050	-0.6768	-1.0566	-1.0189	-0.0254	0.2662	-1.4047	-0.4612	-0.0434	2.8220	-0.6115	0.6385	0.1060	0.6622	1.9519	0.6298	-0.4219	-1.0683	-0.4268	-0.4772	-0.7357	0.2087	-0.5758	-0.5304	0.4097	0.1041	0.2543	-0.1764	0.1203	-1.3699	-1.0015	-0.1577	-0.0176	-0.1538	-1.2001	-0.6632	-0.2538	-0.0122	-0.8292	-0.2400	0.2048	-0.4447	-0.0649	-1.0349	-0.3583	0.3347	-1.1776	1.3586	0.7552	-0.6466	-0.7956	2.2428	2.2163	2.0263	0.3193	-0.6508	0.2278	0.4263	0.3935	-0.5161	-0.0892	-0.7962	-0.3000	3.3547	1.7163	0.0701	-0.3371	-0.4316	-1.0478	-1.0666	-0.6495	0.3578	0.3776	-0.4070	1.6736	-0.1151	-0.4392	-0.3539	1.2114	-0.8094	-0.5079	1.7987	-0.1132	0.3320	-0.0672	0.1875	0.2977	-0.5848	0.0997	-0.2895	0.2339	2.6820	0.1531	1.7739	-1.1339	-0.3417	-0.1404	-0.2659	-0.3623	1.5803	2.3144	-0.6826	-0.7946	0.4661	0.2002	-0.3900	2.6138	-0.4129	-1.3749	-0.2062	-0.1637	-0.9234	-0.2135	-0.2748	-0.2472	-0.1064	0.7498	-0.0209	0.0876	-1.1133	-0.3899	-1.0788	-0.8712	-0.7809	-0.2748	-0.7116	-0.0404	1.2598	-0.2963	-0.1015	-0.2954	0.2856	-0.8453	-1.3486	-0.6014	-1.0583	-0.6071	-0.0943	1.1667	-0.5645	0.1947	-0.2908	-0.5319	-0.4849	-0.0671	-1.0450	-0.2178	-0.9648	-0.7484	0.7575	-0.1653	-0.9711	1.2629	-0.1055	-0.0200	2.8130	-0.3432	-0.7982	-0.0841	-0.4164	0.3914	-0.0325	0.0188	-1.0692	-1.1282	-0.8993	-0.1385	0.8355	-0.0598	-1.3018	5.2201	0.1408	-0.9355	-1.0277	-0.5692	-1.1479	-1.0789	-0.4309	-0.3643	0.9575	-1.0692	-0.7077	-0.3647	0.0933	-1.0186	-0.8841	-0.0864	-0.6576	-0.5206	-0.1259	-0.9555	0.3774	0.3591	-1.0970	-0.3311	0.2621	0.0159	-1.1753	-0.4738	-0.6789	-0.8176	-0.7607	-0.4223	-0.9458	-0.7789	-1.0242	0.0318	-1.1242	0.1685	-0.1199	-0.7055	1.0670	0.0322	1.2476	-0.1043	-1.4937	0.4512	-1.0091	-0.0119	-1.2133	-0.0578	0.0763	1.1932	-0.7831	1.8554	-0.1105	0.2347	-1.0323	1.9361	0.8477	-0.3313	-0.4800	1.4555	-0.2084	-0.9232	-0.8795	-0.8372	-1.4635	-1.1450	-0.2483	-0.1098	-1.0741	-0.2415	0.6624	-0.6729	0.0401	-0.1351	1.1100	0.4742	2.5892	-0.0870	1.6661	-1.0641	0.2443	-0.7066	-0.0947	-0.6616	2.1123	0.4145	0.6564	2.2469	1.6507	-0.0310	-1.3896	0.0022	-1.3129	-1.2680	-0.5210	-1.1308	-0.2951	-1.1569	-1.1082	0.1195	0.5130	-0.5859	-1.3819	-0.2514	-0.8129	-0.2414	-0.3795	-1.0625	0.2614	1.9038	1.4803	0.2130	-0.9757	0.0049	0.6350	-0.0323	0.1589	-0.5707	-0.7685	0.2954	0.0468	0.8080	1.3662	1.6352	-0.1036	
91687	CENPL	-0.1484	1.9358	-0.0066	0.0735	1.7143	1.1003	2.1892	0.1937	-0.1242	1.0577	1.0326	1.0385	1.9672	0.5153	0.3093	5.1867	0.6703	-0.1499	1.8032	-0.3379	-1.2867	0.9700	2.6641	0.5040	3.1699	1.6573	2.7710	0.9533	-1.2168	2.0520	-0.6724	1.2249	-0.3021	2.3352	1.2056	4.8783	0.6256	2.1082	-0.2260	1.4316	-1.5582	-0.8977	-0.1962	-0.2241	-0.4227	1.6929	-1.2086	-0.3608	-0.2261	0.2092	0.4446	-0.3749	0.3015	1.0406	-0.3477	2.6068	-0.0440	-0.4747	0.4261	1.0358	0.3561	0.7807	-1.2428	-0.4761	1.2165	-0.3711	7.6891	-0.0044	2.5232	0.5667	0.5562	0.2883	-0.1138	2.1650	1.3177	-1.3638	0.6017	1.0956	-0.2171	2.8285	-1.1832	-1.4783	-0.1782	-0.2255	0.3216	0.4803	-0.0941	1.7850	-0.0132	2.8125	0.6147	1.4576	-0.4053	0.2197	1.8226	1.0788	-0.7329	-0.3769	2.0891	1.1928	-0.1656	0.4334	-0.0656	1.3788	1.0310	-0.5181	-0.9814	-1.3923	3.1390	-1.5361	2.2776	0.4590	0.4189	-0.4656	0.7539	0.5451	-0.5685	-0.6378	-0.5958	-0.8490	0.7018	0.5952	1.9751	-0.7993	0.4096	-1.3749	2.5566	0.2294	-0.2694	-0.4906	2.9685	-0.9832	0.9247	0.1073	-0.0803	-0.1998	-0.6983	0.7433	-1.2127	-0.4942	1.7369	0.2629	0.3912	1.0461	-0.2728	-0.2138	-1.4253	-0.5593	0.8918	0.5743	2.9077	-1.2207	3.8914	0.2466	1.4391	-0.7932	0.3887	0.4732	0.5566	-0.6309	-1.4734	1.8015	-1.3081	0.1108	-0.3814	0.8263	-0.9023	2.5375	-0.5055	5.1959	1.5451	-0.2594	0.6267	0.4044	0.7782	1.1241	1.0506	0.6212	-0.2162	0.3981	1.9567	0.8682	-0.1605	0.4324	-0.2351	0.2167	-1.5036	-1.4213	-0.4204	1.8063	8.8785	0.4808	1.3079	0.1726	1.1520	-0.3013	-1.3575	-0.4741	0.6926	4.0978	-0.5412	1.3669	-0.3829	-0.3350	-1.0650	-0.8471	1.9699	-0.5943	1.5452	-0.8126	1.3093	-0.8472	1.1188	-1.1161	1.8373	0.5859	1.3557	3.2230	0.7080	3.9400	0.5746	-0.0345	-1.1853	1.7738	0.2883	-1.3628	1.1600	0.6971	-0.5056	3.4266	1.0742	0.2899	1.3868	2.1425	0.0496	-0.0411	-1.5882	0.5195	-0.8853	0.0353	-0.4908	2.2781	-0.3164	1.2283	2.8741	0.0461	0.2678	-0.7670	2.0711	2.6722	-1.0632	0.9096	-0.9299	-0.5399	-0.3185	-0.7225	1.2282	-0.6971	0.3356	-0.7567	1.2265	-0.1847	1.8523	1.3801	-0.9618	-0.2254	0.9210	-0.9049	0.4873	0.7007	-0.9272	0.4054	1.7192	2.9584	-0.3671	1.2572	-0.6921	0.7703	-0.4610	-1.3601	0.9037	4.5757	0.5229	-0.5149	1.1600	-1.6939	2.0827	-0.1625	-0.4653	2.8623	0.1920	0.3238	-1.1226	-1.0705	2.3746	0.5603	1.6086	-0.8812	-0.9194	0.8965	1.0568	-1.5123	2.7070	9.2632	1.5760	2.2494	-0.4366	0.2026	0.0577	0.5075	-0.8164	-0.1394	-1.3429	0.2360	-0.8360	-0.6643	-1.3688	0.9281	0.0594	-0.0987	1.7607	-0.3275	-0.2783	3.4987	0.6281	-0.6025	-0.3803	-0.2705	2.0180	-0.1341	-0.0079	-0.5083	-1.1802	1.9330	-0.9198	0.4657	-1.1425	3.5716	0.6658	0.1572	-1.4168	2.5141	0.6155	0.3499	0.2966	-0.1070	2.1015	0.2659	0.5595	0.4327	2.0874	-1.5920	0.1454	-1.0910	-1.8364	2.2908	-0.0001	1.0114	-1.4296	-0.0607	-0.3313	0.3041	-0.4356	1.0948	0.4412	-0.9137	-0.1752	4.1653	1.2458	-1.0394	1.3726	1.8203	-0.5356	0.3467	0.3953	1.8049	2.2252	1.9167	0.3624	1.1312	-1.2719	0.4832	-1.6947	-0.3763	2.1043	-0.7562	-0.0617	-1.0345	-1.1034	2.1766	1.1444	0.8128	-0.3612	2.7407	3.0159	0.6590	0.8987	-1.3137	0.0761	3.5573	1.0442	-0.7891	3.2319	-0.8235	3.7495	1.4815	-0.0787	-0.6322	1.7168	2.2113	0.3285	0.7056	0.8456	4.8214	1.3617	
